@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42-weka.filters.unsupervised.attribute.Remove-R37-40

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XPEAK numeric
@attribute YPEAK numeric
@attribute ZPEAK numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.05,0.1,0.21,0,0.31,0.2,0,0.1,0.04,0.01,0.09,0,0,0,0.37,0,0,0.43,0,0,0.05,0.06,0.05,0.15,0,0.2,0.15,0.15,0.17,0.04,0,9.41,-0.4,1840.901477,339.66,2032.625601,Standing
0.15,0.08,0.18,0,0.27,0.14,0,0.1,0.04,0.06,0.17,0,0,0,0.32,0,0,0.33,0,0,0.01,0.09,0.13,0.13,0,0.14,0.11,0.06,0.09,0.23,0,9.4,-0.34,1840.901477,323.33,200,Standing
0.14,0.06,0.1,0,0.09,0.16,0,0.18,0.11,0.18,0.13,0,0,0,0.29,0,0,0.39,0,0,0.03,0.04,0.11,0.13,0,0.17,0.16,0.05,0.07,0.25,0,9.41,-0.34,1840.901477,272.86,3575,Standing
0.03,0.06,0.15,0,0.28,0.21,0,0.2,0.08,0.01,0.08,0,0,0,0.38,0,0,0.44,0,0,0.04,0.05,0.1,0.15,0,0.27,0.15,0.14,0.11,0.01,0,9.41,-0.41,1840.901477,351.85,2032.625601,Standing
0.1,0.08,0.21,0,0.19,0.18,0,0.11,0.04,0.1,0.09,0,0,0,0.33,0,0,0.42,0,0,0.08,0.03,0.1,0.1,0,0.19,0.18,0.2,0.12,0.02,0,9.41,-0.41,1840.901477,269.7,2032.625601,Standing
0.06,0.06,0.14,0,0.16,0.26,0,0.13,0.12,0.08,0.1,0,0,0,0.31,0,0,0.41,0,0,0.05,0.07,0.17,0.22,0,0.24,0.11,0.06,0.07,0.03,0,9.41,-0.43,1840.901477,269.12,2032.625601,Standing
0.03,0.07,0.2,0,0.32,0.25,0,0.12,0.02,0.02,0.05,0,0,0,0.29,0,0,0.51,0,0,0,0.01,0.06,0.13,0,0.23,0.28,0.19,0.1,0.02,0,9.42,-0.39,1840.901477,276.47,2032.625601,Standing
0.05,0.1,0.22,0,0.23,0.18,0,0.11,0.09,0.05,0.03,0,0,0,0.19,0,0,0.44,0,0,0.01,0.04,0.1,0.16,0,0.22,0.25,0.12,0.11,0,0,9.43,-0.41,1840.901477,290.63,2032.625601,Standing
0.08,0.11,0.16,0,0.27,0.25,0,0.09,0.04,0.02,0.05,0,0,0,0.28,0,0,0.42,0,0,0.01,0.03,0.04,0.12,0,0.2,0.29,0.22,0.1,0.01,0,9.42,-0.39,1840.901477,306.45,2032.625601,Standing
0.05,0.06,0.1,0.08,0.12,0.11,0.14,0.13,0.14,0.02,0.11,0.09,0.08,0.08,0.05,0.08,0.09,0.12,0.13,0,0.07,0.11,0.1,0.09,0.12,0.13,0.09,0.05,0.15,0,0,7.34,2.42,1900,772.73,2125,Upstairs
0.07,0.11,0.08,0.11,0.09,0.14,0.11,0.12,0.1,0.01,0.1,0.09,0.08,0.07,0.12,0.11,0.13,0.08,0.13,0,0.09,0.06,0.16,0.13,0.12,0.06,0.12,0.13,0.06,0,0,6.49,2.06,2325,978.57,3050,Upstairs
0.12,0.1,0.16,0.1,0.08,0.09,0.1,0.08,0.09,0.03,0.1,0.07,0.12,0.08,0.11,0.12,0.12,0.11,0.09,0,0.1,0.16,0.12,0.08,0.11,0.08,0.13,0.08,0.08,0,0,5.95,1.63,2275,980,2416.67,Upstairs
0.13,0.12,0.09,0.1,0.12,0.08,0.08,0.08,0.09,0.01,0.11,0.11,0.13,0.17,0.11,0.11,0.05,0.1,0.09,0,0.13,0.1,0.07,0.12,0.11,0.09,0.09,0.13,0.09,0,0,4.64,1.92,1290,3825,3150,Upstairs
0.09,0.07,0.04,0.08,0.06,0.03,0.05,0.06,0.04,0.01,0.04,0.11,0.07,0.07,0.08,0.04,0.08,0.06,0.02,0,0.06,0.05,0.02,0.04,0.03,0.11,0.06,0.08,0.09,0,0,2.12,1.35,1125,700,1300,Upstairs
0.11,0.07,0.11,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.07,0.09,0.09,0.15,0.1,0.12,0.1,0.12,0.09,0.1,0.04,0.13,0.07,0.14,0.13,0.12,0.13,0.12,0.09,0.06,0,7.55,2.49,1187.5,1333.33,1112.5,Downstairs
0.09,0.1,0.09,0.07,0.09,0.1,0.13,0.13,0.09,0.12,0.12,0.11,0.09,0.1,0.09,0.12,0.09,0.11,0.1,0.09,0.08,0.11,0.13,0.09,0.09,0.13,0.09,0.13,0.1,0.09,0,7.14,2.38,2475,755,366.67,Downstairs
0.06,0.13,0.12,0.1,0.12,0.1,0.12,0.06,0.08,0.13,0.1,0.12,0.12,0.08,0.1,0.07,0.1,0.12,0.1,0.1,0.14,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.11,0,7.31,2.58,1925,1072.22,1800,Downstairs
0.14,0.09,0.08,0.12,0.08,0.09,0.08,0.1,0.13,0.08,0.11,0.1,0.1,0.08,0.1,0.1,0.11,0.06,0.11,0.12,0.13,0.08,0.1,0.09,0.1,0.08,0.08,0.07,0.12,0.14,0,7.28,2.55,1625,650,2433.33,Downstairs
0.19,0.13,0.19,0.16,0.11,0.09,0.07,0.06,0.01,0.02,0.09,0.07,0.13,0.11,0.09,0.08,0.09,0.12,0.09,0.14,0.09,0.08,0.11,0.07,0.12,0.09,0.11,0.11,0.11,0.13,0,8.18,2.29,600,487.5,2200,Upstairs
0.12,0.11,0.08,0.12,0.12,0.11,0.08,0.09,0.1,0.09,0.11,0.1,0.08,0.12,0.1,0.13,0.1,0.1,0.09,0.09,0.11,0.13,0.11,0.09,0.08,0.13,0.09,0.08,0.09,0.11,0,7.06,1.48,2175,496.67,2475,Upstairs
0.05,0.07,0.05,0.09,0.08,0.08,0.12,0.15,0.19,0.13,0.08,0.12,0.1,0.1,0.13,0.11,0.13,0.12,0.06,0.07,0.12,0.1,0.08,0.11,0.11,0.08,0.09,0.11,0.12,0.1,0,6.71,1.64,1285.71,779.17,3625,Upstairs
0.06,0.08,0.1,0.05,0.08,0.13,0.14,0.09,0.11,0.17,0.12,0.14,0.07,0.07,0.11,0.09,0.11,0.09,0.13,0.09,0.1,0.1,0.09,0.12,0.1,0.1,0.1,0.1,0.11,0.08,0,7.1,1.5,1150,607.14,1775,Upstairs
0.01,0.03,0.03,0.03,0.04,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.02,0.02,0.01,0.07,0.02,0.02,0.01,0.05,0.05,0.04,0.05,0.04,0.04,0.01,0.01,0,2.12,0.24,350,466.67,483.33,Upstairs
0.3,0.14,0.14,0.14,0.1,0.05,0.04,0.04,0.04,0.04,0.1,0.09,0.12,0.11,0.12,0.08,0.12,0.14,0.06,0.08,0.07,0.08,0.13,0.1,0.1,0.08,0.1,0.17,0.08,0.12,0,8.08,2.82,1312.5,685,1025,Downstairs
0.04,0.08,0.1,0.09,0.09,0.12,0.11,0.14,0.09,0.15,0.08,0.11,0.08,0.11,0.07,0.13,0.11,0.1,0.13,0.09,0.13,0.12,0.07,0.1,0.09,0.11,0.09,0.09,0.15,0.08,0,9.11,2.29,4025,785,2700,Downstairs
0.03,0.08,0.08,0.08,0.1,0.09,0.13,0.15,0.13,0.14,0.11,0.1,0.12,0.09,0.12,0.08,0.09,0.08,0.09,0.14,0.07,0.12,0.1,0.12,0.11,0.12,0.13,0.06,0.07,0.11,0,8.72,2.51,2166.67,666.67,3625,Downstairs
0.02,0.07,0.08,0.07,0.09,0.13,0.08,0.08,0.12,0.07,0.09,0.09,0.07,0.08,0.06,0.1,0.07,0.07,0.11,0.07,0.12,0.06,0.1,0.07,0.08,0.09,0.07,0.06,0.08,0.08,0,6.74,1.55,1616.67,805.56,937.5,Downstairs
0.09,0.1,0.09,0.09,0.08,0.1,0.13,0.1,0.15,0.09,0.13,0.13,0.07,0.13,0.09,0.11,0.08,0.07,0.08,0.1,0.1,0.09,0.16,0.09,0.1,0.11,0.08,0.07,0.08,0.13,0,7.37,1.95,3150,477.5,2150,Upstairs
0.08,0.12,0.09,0.09,0.11,0.12,0.1,0.1,0.08,0.11,0.07,0.1,0.11,0.1,0.11,0.11,0.1,0.14,0.09,0.08,0.09,0.1,0.08,0.12,0.1,0.11,0.11,0.09,0.11,0.1,0,8.02,1.94,2575,531.25,3083.33,Upstairs
0.11,0.13,0.1,0.17,0.13,0.09,0.08,0.07,0.04,0.1,0.09,0.1,0.09,0.08,0.12,0.08,0.16,0.11,0.13,0.06,0.13,0.08,0.1,0.12,0.12,0.06,0.08,0.15,0.11,0.08,0,8.16,1.41,1300,895,1725,Upstairs
0.13,0.07,0.12,0.07,0.09,0.09,0.11,0.11,0.13,0.11,0.11,0.07,0.14,0.09,0.1,0.11,0.07,0.1,0.1,0.07,0.1,0.12,0.09,0.09,0.09,0.13,0.1,0.08,0.11,0.11,0,7.87,1.83,3275,505.56,1430,Upstairs
0.03,0.01,0.03,0.02,0.02,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.01,0.04,0.03,0.01,0.03,0.02,0.01,0.03,0.03,0.05,0.03,0.03,0.02,0,1.92,0.54,975,375,925,Upstairs
0.11,0.09,0.12,0.1,0.12,0.08,0.12,0.1,0.12,0.07,0.12,0.11,0.07,0.1,0.1,0.1,0.07,0.12,0.13,0.11,0.07,0.1,0.07,0.11,0.1,0.12,0.1,0.11,0.14,0.1,0,7.34,2.9,3500,1058.33,4000,Downstairs
0.09,0.13,0.08,0.09,0.12,0.09,0.11,0.11,0.1,0.1,0.1,0.08,0.11,0.11,0.1,0.08,0.11,0.12,0.1,0.11,0.08,0.1,0.1,0.12,0.1,0.11,0.14,0.11,0.07,0.1,0,7.36,2.28,2525,1590,1750,Downstairs
0.12,0.11,0.13,0.08,0.09,0.11,0.08,0.12,0.08,0.1,0.07,0.1,0.12,0.12,0.09,0.12,0.11,0.1,0.1,0.09,0.12,0.12,0.14,0.06,0.1,0.08,0.09,0.09,0.09,0.13,0,7.13,2.1,1150,1566.67,2850,Downstairs
0.09,0.07,0.08,0.12,0.11,0.12,0.1,0.08,0.12,0.14,0.11,0.11,0.11,0.08,0.11,0.11,0.12,0.07,0.09,0.11,0.13,0.08,0.09,0.1,0.13,0.11,0.08,0.11,0.11,0.08,0,7.09,2.04,3300,1050,1580,Downstairs
0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,1840.901477,1069.140032,2032.625601,Downstairs
0.1,0.09,0.12,0.09,0.12,0.09,0.09,0.1,0.11,0.09,0.14,0.13,0.09,0.09,0.09,0.09,0.08,0.09,0.12,0.08,0.15,0.08,0.09,0.12,0.09,0.09,0.09,0.07,0.08,0.12,0,7.01,1.21,1825,500,700,Upstairs
0.07,0.1,0.07,0.1,0.11,0.09,0.15,0.09,0.12,0.12,0.11,0.08,0.11,0.12,0.08,0.12,0.12,0.1,0.1,0.06,0.09,0.08,0.14,0.11,0.11,0.09,0.1,0.13,0.09,0.09,0,7.48,1.07,616.67,452.78,2500,Upstairs
0.13,0.1,0.13,0.1,0.11,0.11,0.06,0.09,0.09,0.09,0.08,0.08,0.1,0.12,0.14,0.09,0.1,0.11,0.09,0.11,0.07,0.12,0.12,0.08,0.09,0.1,0.12,0.13,0.1,0.1,0,7.9,1.28,475,489.47,3125,Upstairs
0.05,0.07,0.08,0.05,0.06,0.07,0.08,0.08,0.05,0.07,0.04,0.08,0.07,0.04,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.05,0.06,0.09,0.1,0.06,0.04,0.1,0.06,0,5.08,0.83,425,428.57,1383.33,Upstairs
0.08,0.05,0.07,0.09,0.1,0.12,0.1,0.11,0.15,0.14,0.11,0.13,0.13,0.08,0.1,0.09,0.08,0.07,0.13,0.11,0.1,0.15,0.1,0.08,0.1,0.1,0.08,0.08,0.12,0.12,0,8.12,2.22,1525,770,2475,Downstairs
0.17,0.12,0.06,0.06,0.1,0.11,0.09,0.1,0.12,0.09,0.16,0.1,0.1,0.1,0.04,0.09,0.1,0.1,0.12,0.11,0.09,0.09,0.1,0.12,0.09,0.08,0.1,0.11,0.09,0.13,0,8.09,2.44,3550,540,2866.67,Downstairs
0.09,0.1,0.12,0.11,0.11,0.12,0.09,0.09,0.09,0.11,0.11,0.13,0.08,0.11,0.1,0.1,0.12,0.09,0.09,0.1,0.15,0.14,0.09,0.09,0.08,0.07,0.1,0.08,0.11,0.11,0,7.93,1.94,2150,2666.67,2350,Downstairs
0.04,0.14,0.17,0.16,0.1,0.06,0.12,0.11,0.07,0.07,0.04,0.07,0.11,0.11,0.18,0.13,0.11,0.11,0.09,0.09,0.06,0.05,0.1,0.14,0.14,0.14,0.16,0.13,0.09,0.01,0,8.6,1.8,1025,930,1937.5,Downstairs
0.09,0.06,0.05,0.05,0.06,0.05,0.06,0.05,0.06,0.05,0.04,0.04,0.05,0.07,0.06,0.06,0.06,0.09,0.05,0.06,0.06,0.04,0.08,0.04,0.05,0.07,0.03,0.06,0.05,0.1,0,4.87,1.42,575,670,825,Downstairs
0.1,0.1,0.07,0.08,0.09,0.12,0.1,0.11,0.13,0.13,0.06,0.08,0.1,0.12,0.13,0.1,0.14,0.09,0.12,0.07,0.05,0.07,0.07,0.06,0.05,0.07,0.09,0.13,0.18,0.26,0,10.04,-1.33,650,1143.75,2925,Upstairs
0.07,0.09,0.09,0.08,0.1,0.11,0.1,0.11,0.11,0.16,0.06,0.09,0.1,0.1,0.14,0.09,0.14,0.12,0.1,0.09,0.05,0.06,0.06,0.09,0.1,0.09,0.11,0.12,0.18,0.16,0,10.07,-1.63,2300,1416.67,1725,Upstairs
0.11,0.09,0.11,0.14,0.06,0.09,0.1,0.1,0.12,0.11,0.08,0.09,0.1,0.07,0.14,0.12,0.09,0.15,0.1,0.08,0.08,0.07,0.09,0.11,0.1,0.11,0.1,0.15,0.11,0.1,0,10.09,-2.01,1160,1120,2075,Upstairs
0.12,0.1,0.09,0.07,0.11,0.11,0.12,0.11,0.1,0.1,0.07,0.13,0.14,0.1,0.07,0.08,0.1,0.11,0.1,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.12,0.07,0.06,0.07,0,10.05,-2.45,1410,1750,2333.33,Upstairs
0.08,0.09,0.11,0.09,0.09,0.11,0.13,0.11,0.11,0.1,0.11,0.13,0.09,0.07,0.1,0.15,0.08,0.09,0.09,0.11,0.13,0.14,0.09,0.1,0.1,0.12,0.12,0.09,0.07,0.07,0,9.92,-2.37,1250,2416.67,3183.33,Upstairs
0.1,0.1,0.13,0.13,0.12,0.11,0.11,0.08,0.11,0.05,0.15,0.09,0.11,0.11,0.08,0.13,0.08,0.07,0.08,0.12,0.17,0.12,0.14,0.11,0.15,0.11,0.08,0.06,0.07,0.01,0,9.87,-2.72,3825,3150,2032.625601,Upstairs
0.09,0.05,0.07,0.09,0.05,0.07,0.02,0.04,0.01,0.03,0.1,0.06,0.04,0.05,0.03,0.02,0.03,0.05,0.06,0.08,0.07,0.08,0.09,0.06,0.05,0.06,0.06,0.04,0.01,0.01,0,5.03,-1.41,1150,983.33,2032.625601,Upstairs
0.07,0.1,0.14,0.14,0.15,0.14,0.13,0.07,0.05,0.03,0.08,0.05,0.09,0.09,0.17,0.13,0.13,0.1,0.12,0.06,0.08,0.1,0.11,0.1,0.11,0.13,0.15,0.09,0.11,0.04,0,10.02,-1.58,2075,1637.5,4300,Downstairs
0.09,0.07,0.08,0.14,0.12,0.09,0.14,0.12,0.09,0.09,0.03,0.1,0.13,0.13,0.1,0.14,0.09,0.12,0.07,0.11,0.07,0.14,0.09,0.12,0.06,0.13,0.08,0.12,0.1,0.1,0,10.07,-1.53,1400,987.5,1766.67,Downstairs
0.11,0.14,0.08,0.08,0.09,0.11,0.09,0.1,0.12,0.1,0.12,0.08,0.1,0.09,0.1,0.12,0.1,0.12,0.11,0.09,0.09,0.11,0.08,0.11,0.06,0.11,0.12,0.1,0.09,0.12,0,10.02,-1.41,4350,2216.67,300,Downstairs
0.09,0.1,0.11,0.07,0.11,0.08,0.09,0.13,0.13,0.11,0.07,0.14,0.09,0.11,0.09,0.12,0.09,0.12,0.13,0.07,0.1,0.09,0.08,0.11,0.09,0.12,0.11,0.11,0.09,0.12,0,9.96,-1.46,1925,1700,1687.5,Downstairs
0.13,0.12,0.11,0.09,0.09,0.05,0.08,0.1,0.1,0.16,0.11,0.12,0.11,0.11,0.07,0.06,0.1,0.08,0.13,0.12,0.13,0.08,0.12,0.09,0.07,0.09,0.09,0.11,0.13,0.1,0,10.06,-1.57,1416.67,2283.33,3550,Downstairs
0.07,0.06,0.03,0.04,0.05,0.09,0.05,0.05,0.08,0.1,0.16,0.05,0.06,0.05,0.04,0.04,0.04,0.05,0.02,0.13,0.07,0.04,0.09,0.06,0.06,0.04,0.08,0.02,0.07,0.11,0,6.14,-0.91,875,683.33,1250,Downstairs
0.08,0.07,0.14,0.08,0.09,0.07,0.13,0.1,0.14,0.12,0.1,0.1,0.09,0.08,0.1,0.13,0.13,0.08,0.12,0.1,0.06,0.06,0.07,0.09,0.08,0.08,0.16,0.09,0.15,0.18,0,10.04,-1.38,4650,1775,2325,Upstairs
0.12,0.08,0.08,0.09,0.08,0.04,0.12,0.13,0.13,0.14,0.07,0.1,0.05,0.12,0.1,0.17,0.11,0.12,0.12,0.07,0.08,0.07,0.09,0.06,0.08,0.06,0.12,0.14,0.15,0.19,0,10.04,-1.51,2783.33,935,1800,Upstairs
0.09,0.12,0.11,0.08,0.1,0.12,0.12,0.07,0.12,0.1,0.11,0.09,0.12,0.09,0.07,0.1,0.1,0.11,0.15,0.09,0.1,0.1,0.12,0.1,0.08,0.1,0.12,0.11,0.1,0.1,0,10.04,-1.85,4300,1625,725,Upstairs
0.1,0.13,0.08,0.11,0.09,0.08,0.14,0.1,0.09,0.1,0.1,0.07,0.14,0.1,0.11,0.09,0.1,0.13,0.08,0.1,0.1,0.1,0.12,0.1,0.09,0.07,0.13,0.13,0.1,0.09,0,9.96,-1.88,1900,1380,900,Upstairs
0.1,0.08,0.11,0.12,0.11,0.14,0.11,0.11,0.06,0.08,0.08,0.17,0.08,0.11,0.11,0.07,0.08,0.11,0.12,0.09,0.14,0.12,0.09,0.12,0.12,0.13,0.13,0.07,0.05,0.05,0,9.89,-2.19,2133.33,1610,1950,Upstairs
0.1,0.12,0.12,0.1,0.09,0.09,0.1,0.08,0.1,0.12,0.12,0.1,0.11,0.1,0.11,0.08,0.11,0.09,0.07,0.13,0.13,0.09,0.14,0.1,0.16,0.09,0.07,0.09,0.08,0.06,0,9.94,-2.09,1733.33,2212.5,625,Upstairs
0.11,0.08,0.13,0.13,0.12,0.1,0.09,0.1,0.11,0.07,0.13,0.1,0.12,0.08,0.11,0.1,0.09,0.07,0.07,0.13,0.11,0.17,0.07,0.12,0.14,0.08,0.1,0.07,0.08,0.08,0,9.95,-2.15,2450,2100,675,Upstairs
0.02,0.01,0,0.01,0.02,0,0.01,0.01,0,0,0.01,0,0.01,0.01,0.02,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0,0,0,0.62,-0.12,1840.901477,1069.140032,2032.625601,Upstairs
0.09,0.11,0.1,0.13,0.16,0.12,0.1,0.12,0.05,0,0.05,0.09,0.1,0.1,0.16,0.12,0.14,0.11,0.11,0,0.15,0.09,0.11,0.11,0.1,0.09,0.1,0.09,0.11,0,0,9.95,-1.54,2187.5,1450,2916.67,Downstairs
0.13,0.11,0.09,0.12,0.07,0.1,0.14,0.11,0.11,0,0.07,0.1,0.09,0.11,0.14,0.13,0.09,0.08,0.13,0,0.05,0.08,0.09,0.1,0.08,0.08,0.1,0.15,0.19,0,0,9.98,-0.97,2025,1400,1050,Downstairs
0.12,0.1,0.12,0.1,0.14,0.07,0.11,0.1,0.12,0,0.09,0.11,0.13,0.1,0.09,0.06,0.14,0.11,0.08,0,0.11,0.09,0.13,0.1,0.09,0.13,0.07,0.11,0.11,0,0,10.01,-1.41,2125,1830,1575,Downstairs
0.12,0.1,0.11,0.07,0.13,0.1,0.1,0.09,0.11,0,0.1,0.09,0.14,0.1,0.06,0.13,0.09,0.1,0.1,0,0.1,0.11,0.11,0.06,0.15,0.11,0.08,0.1,0.09,0,0,10.09,-1.37,3650,1280,1175,Downstairs
0.11,0.08,0.12,0.09,0.07,0.09,0.05,0.11,0.12,0,0.14,0.11,0.09,0.09,0.09,0.09,0.08,0.11,0.12,0,0.1,0.14,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0,0,9.94,-1.45,3700,2500,4500,Downstairs
0.05,0.1,0.07,0.07,0.09,0.15,0.1,0.11,0.12,0,0.12,0.08,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0,0.1,0.09,0.1,0.14,0.09,0.1,0.13,0.1,0.08,0,0,10.01,-1.39,1000,1662.5,1600,Downstairs
0.04,0.03,0.01,0.05,0.02,0.03,0.05,0.02,0.06,0,0.05,0.08,0.03,0.02,0.02,0.04,0.02,0.03,0.04,0,0.03,0.04,0.03,0.02,0.04,0.02,0.04,0.06,0.05,0,0,3.45,-0.38,1100,750,833.33,Downstairs
0.09,0.12,0.13,0.1,0.09,0.07,0.09,0.11,0.12,0.1,0.06,0.12,0.1,0.11,0.06,0.11,0.11,0.12,0.15,0.07,0.06,0.06,0.06,0.03,0.06,0.05,0.07,0.12,0.26,0.25,0,9.76,-2.4,2575,1933.33,4525,Upstairs
0.11,0.11,0.12,0.12,0.1,0.12,0.07,0.09,0.1,0.09,0.08,0.11,0.07,0.1,0.11,0.1,0.12,0.12,0.11,0.11,0.08,0.07,0.08,0.1,0.09,0.1,0.13,0.08,0.16,0.13,0,9.7,-2.96,700,1937.5,4050,Upstairs
0.13,0.09,0.12,0.11,0.11,0.06,0.07,0.1,0.13,0.09,0.11,0.11,0.1,0.1,0.13,0.08,0.07,0.08,0.13,0.11,0.12,0.11,0.14,0.07,0.12,0.12,0.12,0.11,0.05,0.06,0,9.5,-3.5,700,1025,2032.625601,Upstairs
0.11,0.11,0.08,0.11,0.1,0.11,0.09,0.12,0.08,0.1,0.08,0.11,0.11,0.13,0.11,0.09,0.11,0.07,0.09,0.12,0.12,0.1,0.12,0.14,0.11,0.08,0.11,0.08,0.03,0.12,0,9.51,-3.46,850,2650,2032.625601,Upstairs
0.09,0.12,0.1,0.1,0.11,0.07,0.09,0.14,0.09,0.1,0.13,0.07,0.11,0.11,0.07,0.11,0.09,0.12,0.1,0.1,0.14,0.12,0.07,0.1,0.09,0.11,0.15,0.08,0.1,0.05,0,9.49,-3.48,4325,2866.67,2032.625601,Upstairs
0.08,0.08,0.08,0.1,0.07,0.12,0.14,0.1,0.12,0.12,0.1,0.11,0.12,0.06,0.13,0.13,0.12,0.08,0.06,0.12,0.11,0.12,0.1,0.07,0.16,0.11,0.11,0.1,0.07,0.06,0,9.41,-3.45,3100,650,2032.625601,Upstairs
0.1,0.06,0.08,0.08,0.11,0.15,0.12,0.11,0.07,0.12,0.13,0.09,0.1,0.09,0.11,0.08,0.12,0.09,0.1,0.1,0.08,0.13,0.14,0.13,0.14,0.1,0.07,0.09,0.08,0.05,0,9.33,-3.47,1283.33,3175,2032.625601,Upstairs
0.04,0.08,0.13,0.14,0.13,0.22,0.14,0.07,0.05,0.02,0.01,0.07,0.1,0.13,0.12,0.14,0.15,0.16,0.12,0.02,0.04,0.1,0.06,0.06,0.1,0.12,0.15,0.15,0.13,0.13,0,10.13,-0.66,1650,2700,2700,Downstairs
0.14,0.16,0.12,0.09,0.12,0.1,0.06,0.1,0.07,0.06,0.09,0.08,0.1,0.12,0.12,0.14,0.1,0.1,0.11,0.06,0.09,0.09,0.09,0.1,0.12,0.1,0.1,0.09,0.09,0.14,0,9.82,-1,3700,2300,1583.33,Downstairs
0.14,0.09,0.15,0.12,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.09,0.09,0.12,0.1,0.11,0.12,0.11,0.12,0.07,0.12,0.09,0.11,0.08,0,10.03,-1.18,1675,1475,1883.33,Downstairs
0.12,0.11,0.09,0.09,0.09,0.09,0.1,0.12,0.1,0.13,0.11,0.11,0.09,0.12,0.09,0.07,0.09,0.12,0.08,0.14,0.12,0.09,0.15,0.1,0.1,0.11,0.07,0.1,0.08,0.09,0,10.02,-1.31,2550,2016.67,2600,Downstairs
0.12,0.07,0.08,0.1,0.12,0.09,0.1,0.12,0.11,0.12,0.13,0.1,0.1,0.1,0.1,0.09,0.12,0.06,0.12,0.12,0.17,0.08,0.09,0.09,0.12,0.08,0.08,0.1,0.11,0.1,0,9.93,-1.25,2725,950,3350,Downstairs
0.06,0.07,0.08,0.08,0.04,0.1,0.1,0.13,0.19,0.16,0.14,0.11,0.14,0.07,0.09,0.07,0.08,0.1,0.1,0.12,0.1,0.12,0.11,0.11,0.1,0.08,0.09,0.13,0.09,0.09,0,9.9,-1.17,1710,1221.43,1850,Downstairs
0.02,0.02,0.04,0.02,0.03,0.03,0.03,0.04,0.04,0.07,0.07,0.06,0.03,0.01,0.02,0.02,0.01,0.02,0.02,0.07,0.03,0.03,0.03,0.02,0.04,0.04,0.03,0.04,0.02,0.04,0,3.07,-0.3,1025,775,925,Downstairs
0.14,0.11,0.12,0.13,0.09,0.11,0.08,0.11,0.08,0.06,0.08,0.09,0.11,0.07,0.11,0.14,0.17,0.08,0.1,0.07,0.14,0.11,0.06,0.07,0.09,0.12,0.07,0.12,0.12,0.13,0,9.78,-2.43,2033.33,2975,3200,Upstairs
0.14,0.11,0.11,0.1,0.12,0.09,0.08,0.07,0.11,0.08,0.1,0.08,0.12,0.09,0.11,0.12,0.08,0.14,0.08,0.1,0.08,0.1,0.07,0.11,0.1,0.1,0.1,0.09,0.13,0.14,0,9.82,-2.16,816.67,1500,4450,Upstairs
0.1,0.1,0.11,0.1,0.08,0.12,0.11,0.1,0.11,0.1,0.09,0.08,0.06,0.15,0.09,0.09,0.13,0.13,0.12,0.08,0.08,0.1,0.09,0.09,0.08,0.08,0.11,0.11,0.13,0.14,0,9.94,-2.17,4200,1925,1116.67,Upstairs
0.07,0.13,0.11,0.08,0.1,0.12,0.12,0.08,0.15,0.06,0.12,0.1,0.1,0.09,0.13,0.08,0.1,0.08,0.1,0.12,0.09,0.09,0.08,0.1,0.11,0.1,0.16,0.09,0.11,0.1,0,9.79,-2.31,1250,1130,3125,Upstairs
