@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42-weka.filters.unsupervised.attribute.Remove-R37-40-weka.filters.unsupervised.attribute.Remove-R33-36

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.14,0.21,0,0.11,0,0.2,0,0.1,0.11,0.13,0.19,0,0.2,0,0,0.22,0,0,0.21,0.19,0.24,0.16,0.05,0.06,0.05,0.04,0.05,0.07,0.04,0.22,0,9.3,Standing
0.03,0.04,0,0.07,0,0.22,0,0.38,0.23,0.05,0.05,0,0.18,0,0,0.4,0,0,0.29,0.09,0.03,0.14,0.13,0.18,0.22,0.13,0.06,0.1,0.02,0.03,0,9.31,Standing
0.01,0.02,0,0.02,0,0.25,0,0.44,0.24,0.04,0.04,0,0.15,0,0,0.4,0,0,0.33,0.1,0.02,0.17,0.03,0.04,0.09,0.07,0.12,0.34,0.1,0.05,0,9.32,Standing
0.03,0.1,0,0.12,0,0.21,0,0.25,0.19,0.12,0.04,0,0.11,0,0,0.33,0,0,0.34,0.19,0.06,0.23,0.12,0.08,0.08,0.09,0.11,0.2,0.06,0.01,0,9.33,Standing
0.15,0.13,0,0.13,0,0.16,0,0.13,0.18,0.14,0.08,0,0.13,0,0,0.22,0,0,0.29,0.29,0.19,0.1,0.16,0.15,0.15,0.08,0.08,0.07,0.03,0.02,0,9.33,Standing
0.21,0.04,0,0.01,0,0.01,0,0.01,0,0.02,0.12,0,0.05,0,0,0.05,0,0,0.03,0.05,0,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.07,0.11,0,2.59,Standing
0.1,0.09,0.12,0.08,0.09,0.08,0.11,0.09,0.15,0.11,0.14,0.16,0.04,0.09,0.07,0.08,0.06,0.11,0.12,0.13,0.11,0.11,0.06,0.14,0.09,0.1,0.11,0.11,0.09,0.11,0,8.19,Upstairs
0.11,0.11,0.12,0.09,0.08,0.11,0.06,0.1,0.12,0.12,0.08,0.11,0.11,0.11,0.11,0.11,0.12,0.09,0.06,0.11,0.1,0.08,0.1,0.1,0.09,0.16,0.1,0.09,0.09,0.11,0,8.61,Upstairs
0.06,0.13,0.1,0.12,0.08,0.12,0.11,0.11,0.08,0.1,0.1,0.09,0.14,0.11,0.09,0.07,0.09,0.09,0.11,0.13,0.08,0.11,0.07,0.11,0.11,0.08,0.11,0.1,0.15,0.1,0,8.64,Upstairs
0.11,0.08,0.07,0.09,0.15,0.12,0.09,0.09,0.1,0.11,0.09,0.08,0.1,0.1,0.14,0.09,0.12,0.08,0.14,0.08,0.11,0.1,0.09,0.14,0.1,0.1,0.09,0.07,0.1,0.12,0,8.72,Upstairs
0.14,0.08,0.09,0.12,0.09,0.09,0.11,0.12,0.09,0.09,0.1,0.08,0.12,0.09,0.09,0.1,0.12,0.16,0.09,0.07,0.11,0.08,0.13,0.07,0.1,0.09,0.1,0.14,0.1,0.09,0,8.54,Upstairs
0,0.01,0.03,0.03,0.02,0.02,0.02,0,0.01,0,0,0,0,0.02,0.04,0.07,0.01,0,0,0,0.01,0.04,0.03,0.01,0.02,0.02,0.01,0,0,0,0,1.11,Upstairs
0.07,0.09,0.07,0.11,0.09,0.1,0.1,0.13,0.13,0.13,0.1,0.1,0.12,0.11,0.11,0.11,0.08,0.09,0.12,0.09,0.14,0.07,0.08,0.05,0.12,0.1,0.12,0.14,0.08,0.11,0,7.97,Downstairs
0.08,0.12,0.15,0.1,0.11,0.11,0.12,0.08,0.07,0.07,0.09,0.09,0.09,0.1,0.11,0.12,0.12,0.12,0.1,0.06,0.1,0.12,0.11,0.08,0.07,0.09,0.11,0.12,0.11,0.1,0,7.99,Downstairs
0.14,0.08,0.07,0.09,0.09,0.11,0.09,0.11,0.11,0.13,0.11,0.11,0.11,0.12,0.08,0.08,0.13,0.07,0.1,0.12,0.1,0.1,0.08,0.14,0.12,0.11,0.08,0.09,0.1,0.1,0,7.96,Downstairs
0.12,0.1,0.12,0.11,0.08,0.1,0.13,0.08,0.09,0.09,0.1,0.11,0.12,0.07,0.08,0.08,0.09,0.12,0.11,0.13,0.07,0.13,0.1,0.11,0.08,0.11,0.11,0.08,0.13,0.11,0,8.41,Downstairs
0.05,0.06,0.04,0.05,0.07,0.05,0.05,0.06,0.06,0.05,0.07,0.04,0.03,0.06,0.07,0.08,0.05,0.06,0.04,0.06,0.03,0.06,0.08,0.07,0.08,0.06,0.04,0.03,0.03,0.06,0,4.2,Downstairs
0.07,0.12,0.12,0.09,0.12,0.09,0.1,0.12,0.13,0.08,0.1,0.11,0.05,0.11,0.07,0.11,0.14,0.1,0.12,0.11,0.09,0.12,0.09,0.15,0.09,0.08,0.1,0.1,0.1,0.1,0,8.84,Upstairs
0.13,0.09,0.09,0.1,0.12,0.11,0.07,0.11,0.09,0.12,0.13,0.14,0.07,0.08,0.1,0.06,0.08,0.13,0.11,0.13,0.08,0.09,0.11,0.06,0.14,0.12,0.08,0.08,0.12,0.12,0,8.37,Upstairs
0.12,0.11,0.07,0.1,0.07,0.12,0.11,0.06,0.13,0.11,0.11,0.12,0.14,0.08,0.07,0.09,0.1,0.1,0.09,0.12,0.09,0.14,0.12,0.07,0.05,0.15,0.08,0.1,0.08,0.12,0,7.94,Upstairs
0.11,0.07,0.13,0.08,0.13,0.08,0.12,0.1,0.08,0.13,0.08,0.08,0.12,0.13,0.14,0.08,0.1,0.11,0.11,0.08,0.14,0.08,0.08,0.12,0.09,0.09,0.1,0.11,0.13,0.09,0,8.51,Upstairs
0.1,0.11,0.08,0.09,0.11,0.12,0.1,0.11,0.1,0.1,0.11,0.07,0.17,0.12,0.08,0.07,0.11,0.08,0.11,0.1,0.11,0.08,0.07,0.12,0.11,0.06,0.13,0.16,0.1,0.1,0,7.88,Upstairs
0.01,0.03,0.06,0.03,0.02,0.03,0.04,0.04,0.02,0,0,0,0,0.03,0.08,0.13,0.02,0.02,0,0,0.02,0.03,0.03,0.05,0.04,0.06,0.04,0,0,0,0,2.46,Upstairs
0.07,0.13,0.07,0.11,0.05,0.12,0.12,0.15,0.11,0.1,0.09,0.09,0.11,0.13,0.09,0.1,0.11,0.11,0.11,0.08,0.12,0.11,0.08,0.07,0.11,0.1,0.09,0.12,0.12,0.1,0,7.79,Downstairs
0.08,0.08,0.13,0.08,0.1,0.12,0.12,0.08,0.12,0.11,0.07,0.15,0.12,0.11,0.11,0.07,0.1,0.07,0.08,0.14,0.1,0.08,0.1,0.11,0.1,0.11,0.11,0.09,0.12,0.1,0,7.96,Downstairs
0.11,0.12,0.1,0.11,0.12,0.11,0.06,0.1,0.11,0.08,0.12,0.1,0.09,0.08,0.08,0.13,0.09,0.13,0.1,0.11,0.11,0.1,0.13,0.11,0.09,0.1,0.12,0.07,0.08,0.11,0,8.01,Downstairs
0.11,0.09,0.12,0.1,0.13,0.1,0.1,0.07,0.07,0.12,0.12,0.07,0.1,0.11,0.1,0.12,0.12,0.08,0.13,0.08,0.09,0.11,0.1,0.11,0.1,0.11,0.09,0.14,0.08,0.1,0,7.78,Downstairs
0.07,0.02,0.05,0.04,0.03,0.02,0.03,0.05,0.03,0.04,0.04,0.03,0.02,0.03,0.05,0.03,0.04,0.05,0.04,0.04,0.03,0.05,0.04,0.05,0.04,0.03,0.04,0.01,0.03,0.05,0,2.96,Downstairs
0.11,0.12,0.12,0.06,0.1,0.14,0.09,0.08,0.08,0.12,0.28,0.08,0.05,0.06,0.06,0.03,0.06,0.06,0.11,0.21,0.17,0.09,0.08,0.06,0.1,0.08,0.1,0.13,0.11,0.08,0,8.53,Upstairs
0.13,0.1,0.09,0.1,0.09,0.05,0.1,0.08,0.13,0.14,0.2,0.04,0.09,0.05,0.06,0.07,0.08,0.12,0.1,0.21,0.13,0.08,0.11,0.09,0.08,0.1,0.1,0.12,0.11,0.1,0,8.87,Upstairs
0.15,0.09,0.11,0.1,0.05,0.09,0.11,0.12,0.11,0.1,0.06,0.12,0.09,0.09,0.09,0.11,0.13,0.14,0.14,0.06,0.11,0.08,0.08,0.11,0.07,0.14,0.11,0.12,0.07,0.14,0,8.91,Upstairs
0.09,0.09,0.12,0.18,0.12,0.12,0.1,0.09,0.04,0.06,0.04,0.11,0.12,0.15,0.13,0.12,0.12,0.1,0.09,0.06,0.07,0.09,0.13,0.09,0.14,0.1,0.11,0.09,0.11,0.09,0,8.71,Upstairs
0.09,0.14,0.1,0.13,0.12,0.15,0.06,0.11,0.1,0.03,0.04,0.13,0.12,0.11,0.1,0.16,0.11,0.12,0.12,0.03,0.08,0.09,0.16,0.11,0.13,0.09,0.09,0.07,0.1,0.11,0,8.72,Upstairs
0.07,0.08,0.09,0.11,0.09,0.12,0.12,0.12,0.12,0.11,0.03,0.13,0.13,0.15,0.14,0.11,0.12,0.08,0.08,0.06,0.06,0.15,0.08,0.12,0.07,0.11,0.1,0.11,0.11,0.1,0,8.53,Upstairs
0,0,0,0,0.02,0.02,0.04,0.04,0.08,0.09,0,0.04,0.04,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.06,0.03,0.02,0.03,0.02,0.02,0.03,0,2.37,Upstairs
0.05,0.12,0.06,0.11,0.12,0.09,0.14,0.1,0.15,0.09,0.09,0.07,0.12,0.15,0.11,0.09,0.1,0.08,0.09,0.12,0.06,0.09,0.1,0.1,0.12,0.13,0.09,0.09,0.13,0.11,0,8.77,Downstairs
0.09,0.12,0.08,0.07,0.11,0.11,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.11,0.1,0.07,0.11,0.1,0.09,0.11,0.08,0.1,0.1,0.09,0.13,0.12,0.1,0.09,0.12,0.1,0,8.64,Downstairs
0.09,0.09,0.15,0.12,0.1,0.09,0.07,0.11,0.1,0.09,0.1,0.14,0.1,0.09,0.1,0.14,0.06,0.09,0.11,0.11,0.16,0.1,0.06,0.12,0.1,0.08,0.09,0.13,0.1,0.09,0,8.62,Downstairs
0.13,0.09,0.15,0.09,0.07,0.12,0.09,0.1,0.07,0.11,0.12,0.06,0.13,0.07,0.09,0.09,0.09,0.14,0.11,0.1,0.06,0.11,0.18,0.1,0.09,0.1,0.08,0.11,0.1,0.1,0,8.97,Downstairs
0.15,0.1,0.08,0.11,0.08,0.09,0.09,0.11,0.1,0.11,0.08,0.12,0.09,0.09,0.1,0.12,0.13,0.12,0.1,0.08,0.15,0.06,0.07,0.11,0.1,0.1,0.14,0.11,0.09,0.09,0,8.71,Downstairs
0.06,0.07,0.07,0.07,0.08,0.09,0.1,0.07,0.07,0.06,0.08,0.06,0.07,0.06,0.07,0.08,0.1,0.06,0.09,0.07,0.08,0.06,0.1,0.08,0.05,0.07,0.06,0.07,0.07,0.1,0,6.2,Downstairs
0.11,0.09,0.07,0.09,0.11,0.09,0.11,0.11,0.11,0.13,0.1,0.09,0.1,0.1,0.1,0.11,0.1,0.12,0.13,0.08,0.1,0.06,0.09,0.1,0.09,0.16,0.1,0.15,0.09,0.08,0,8.75,Upstairs
0.07,0.14,0.11,0.09,0.06,0.09,0.12,0.12,0.1,0.12,0.07,0.1,0.13,0.09,0.1,0.12,0.11,0.08,0.1,0.12,0.12,0.12,0.12,0.11,0.1,0.07,0.1,0.08,0.12,0.09,0,8.85,Upstairs
0.1,0.12,0.08,0.12,0.13,0.09,0.08,0.09,0.11,0.11,0.13,0.11,0.08,0.12,0.1,0.1,0.09,0.1,0.11,0.08,0.1,0.09,0.09,0.1,0.11,0.09,0.09,0.08,0.13,0.13,0,8.54,Upstairs
0.09,0.09,0.12,0.07,0.09,0.15,0.1,0.11,0.1,0.1,0.11,0.12,0.11,0.12,0.06,0.11,0.06,0.11,0.11,0.09,0.06,0.11,0.11,0.12,0.08,0.12,0.13,0.09,0.1,0.1,0,8.55,Upstairs
0.09,0.12,0.16,0.1,0.09,0.11,0.12,0.09,0.07,0.08,0.13,0.09,0.11,0.09,0.12,0.07,0.09,0.1,0.07,0.15,0.13,0.1,0.07,0.09,0.1,0.08,0.11,0.12,0.12,0.1,0,8.66,Upstairs
0.11,0.09,0.11,0.13,0.1,0.1,0.11,0.09,0.08,0.11,0.09,0.11,0.13,0.09,0.1,0.11,0.08,0.1,0.11,0.11,0.11,0.13,0.15,0.08,0.1,0.05,0.08,0.09,0.1,0.13,0,8.75,Upstairs
0.12,0.06,0.05,0.11,0.11,0.08,0.09,0.09,0.12,0.07,0.06,0.08,0.05,0.08,0.1,0.12,0.15,0.1,0.08,0.07,0.09,0.08,0.06,0.1,0.11,0.13,0.08,0.1,0.07,0.07,0,7.73,Upstairs
0.01,0.08,0.07,0.08,0.16,0.11,0.13,0.13,0.15,0.09,0.06,0.1,0.09,0.15,0.11,0.11,0.1,0.12,0.1,0.08,0.05,0.1,0.11,0.13,0.1,0.12,0.13,0.11,0.08,0.08,0,8.44,Downstairs
0.06,0.09,0.14,0.12,0.04,0.17,0.13,0.1,0.11,0.06,0.12,0.1,0.06,0.15,0.12,0.09,0.09,0.11,0.06,0.1,0.1,0.13,0.11,0.14,0.11,0.11,0.11,0.07,0.08,0.07,0,8.29,Downstairs
0.11,0.12,0.12,0.14,0.09,0.09,0.07,0.09,0.08,0.1,0.08,0.12,0.13,0.1,0.06,0.11,0.09,0.06,0.13,0.13,0.12,0.11,0.11,0.08,0.14,0.13,0.07,0.12,0.07,0.08,0,8.7,Downstairs
0.12,0.09,0.11,0.09,0.11,0.09,0.08,0.12,0.1,0.11,0.12,0.11,0.13,0.07,0.09,0.1,0.06,0.1,0.13,0.11,0.09,0.13,0.09,0.09,0.13,0.1,0.08,0.07,0.11,0.14,0,8.17,Downstairs
0.21,0.14,0.08,0.06,0.07,0.07,0.05,0.1,0.08,0.15,0.13,0.07,0.11,0.05,0.11,0.09,0.14,0.11,0.1,0.1,0.14,0.06,0.07,0.04,0.07,0.07,0.11,0.13,0.19,0.15,0,8.04,Downstairs
0.02,0.02,0.02,0.06,0.02,0.02,0.06,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.04,0.05,0.05,0.02,0.04,0.02,0.04,0.01,0.02,0.04,0.03,0.02,0.05,0.02,0.04,0.04,0,2.34,Downstairs
0,0,0.01,0.03,0.02,0.05,0.03,0.12,0.1,0.63,0.11,0.07,0.11,0.11,0.09,0.09,0.08,0.1,0.1,0.14,0.16,0.14,0.07,0.09,0.11,0.11,0.06,0.11,0.1,0.08,0,9.24,Walking
0,0,0.03,0.05,0.03,0.08,0.1,0.1,0.14,0.49,0.03,0.13,0.1,0.11,0.1,0.11,0.15,0.09,0.07,0.13,0.06,0.13,0.11,0.09,0.16,0.12,0.11,0.1,0.07,0.07,0,9.46,Walking
0,0.02,0.03,0.04,0.05,0.09,0.11,0.12,0.2,0.35,0.04,0.15,0.08,0.09,0.11,0.11,0.12,0.08,0.11,0.13,0.04,0.09,0.12,0.12,0.16,0.08,0.15,0.09,0.09,0.07,0,9.39,Walking
0.01,0.02,0.03,0.09,0.09,0.11,0.11,0.14,0.2,0.23,0.04,0.14,0.09,0.08,0.09,0.12,0.13,0.12,0.1,0.12,0.07,0.13,0.12,0.08,0.11,0.08,0.11,0.13,0.1,0.1,0,9.55,Walking
0.01,0.04,0.06,0.08,0.1,0.11,0.09,0.15,0.24,0.15,0.07,0.11,0.07,0.09,0.13,0.11,0.14,0.08,0.11,0.11,0.07,0.11,0.12,0.09,0.09,0.07,0.12,0.12,0.12,0.11,0,9.33,Walking
0.03,0.08,0.09,0.05,0.11,0.15,0.14,0.06,0.16,0.16,0.06,0.14,0.07,0.09,0.11,0.11,0.1,0.14,0.13,0.08,0.06,0.08,0.18,0.09,0.09,0.12,0.11,0.11,0.1,0.1,0,9.25,Walking
0.02,0.08,0.11,0.11,0.15,0.12,0.1,0.13,0.1,0.1,0.06,0.12,0.1,0.09,0.11,0.1,0.11,0.1,0.17,0.06,0.07,0.14,0.13,0.07,0.08,0.11,0.1,0.11,0.11,0.09,0,9.27,Walking
0.06,0.12,0.08,0.06,0.11,0.12,0.13,0.06,0.15,0.13,0.1,0.09,0.08,0.15,0.07,0.09,0.11,0.1,0.12,0.11,0.09,0.12,0.09,0.08,0.09,0.1,0.12,0.12,0.09,0.12,0,9.23,Walking
0.08,0.11,0.08,0.08,0.11,0.12,0.12,0.05,0.15,0.12,0.12,0.08,0.1,0.1,0.06,0.11,0.11,0.14,0.12,0.08,0.13,0.13,0.06,0.12,0.06,0.1,0.11,0.13,0.12,0.06,0,9.02,Walking
0.07,0.1,0.1,0.11,0.14,0.09,0.1,0.07,0.14,0.11,0.1,0.11,0.06,0.07,0.09,0.1,0.15,0.15,0.15,0.04,0.15,0.11,0.08,0.09,0.08,0.09,0.13,0.12,0.1,0.08,0,9.11,Walking
0.07,0.06,0.1,0.12,0.16,0.16,0.1,0.12,0.09,0.05,0.03,0.1,0.12,0.12,0.12,0.12,0.15,0.14,0.08,0.05,0.05,0.07,0.12,0.11,0.09,0.1,0.13,0.14,0.11,0.1,0,9.19,Walking
0.1,0.09,0.08,0.15,0.13,0.1,0.11,0.08,0.1,0.09,0.06,0.13,0.08,0.11,0.11,0.11,0.13,0.15,0.09,0.04,0.07,0.12,0.08,0.09,0.08,0.13,0.14,0.1,0.12,0.09,0,8.96,Walking
0.09,0.11,0.1,0.08,0.11,0.1,0.11,0.09,0.1,0.13,0.12,0.09,0.12,0.07,0.11,0.09,0.08,0.09,0.08,0.17,0.14,0.07,0.11,0.06,0.09,0.1,0.07,0.15,0.09,0.14,0,9.18,Walking
0.12,0.1,0.12,0.1,0.19,0.09,0.07,0.08,0.09,0.08,0.12,0.07,0.11,0.06,0.13,0.12,0.1,0.12,0.08,0.12,0.08,0.11,0.12,0.1,0.09,0.08,0.11,0.09,0.12,0.12,0,9.11,Walking
0.1,0.13,0.11,0.13,0.11,0.09,0.11,0.08,0.11,0.05,0.1,0.08,0.14,0.15,0.06,0.11,0.09,0.11,0.1,0.09,0.09,0.11,0.08,0.15,0.09,0.09,0.08,0.12,0.11,0.11,0,8.83,Walking
0.11,0.12,0.09,0.15,0.12,0.07,0.1,0.13,0.09,0.05,0.14,0.06,0.1,0.09,0.11,0.11,0.1,0.08,0.1,0.13,0.11,0.1,0.1,0.11,0.11,0.09,0.11,0.07,0.12,0.09,0,9.02,Walking
0.16,0.09,0.1,0.1,0.12,0.09,0.1,0.12,0.11,0.04,0.17,0.05,0.11,0.1,0.08,0.09,0.08,0.11,0.1,0.13,0.12,0.1,0.1,0.11,0.08,0.11,0.11,0.1,0.09,0.11,0,8.89,Walking
0.14,0.11,0.1,0.15,0.1,0.06,0.1,0.12,0.11,0.04,0.15,0.07,0.12,0.09,0.08,0.1,0.09,0.09,0.09,0.14,0.11,0.1,0.09,0.1,0.13,0.09,0.08,0.09,0.12,0.11,0,8.76,Walking
0.09,0.13,0.12,0.14,0.15,0.09,0.08,0.09,0.11,0.03,0.11,0.11,0.11,0.07,0.11,0.09,0.14,0.1,0.09,0.09,0.1,0.08,0.13,0.1,0.08,0.14,0.09,0.14,0.08,0.09,0,8.72,Walking
0.14,0.07,0.18,0.09,0.11,0.09,0.07,0.16,0.08,0.02,0.16,0.07,0.15,0.07,0.11,0.08,0.09,0.1,0.09,0.1,0.12,0.07,0.06,0.12,0.12,0.17,0.12,0.08,0.09,0.08,0,8.61,Walking
0.11,0.11,0.14,0.2,0.1,0.11,0.07,0.1,0.09,0.01,0.1,0.12,0.11,0.08,0.12,0.12,0.11,0.1,0.1,0.08,0.07,0.09,0.1,0.13,0.1,0.1,0.11,0.13,0.09,0.1,0,8.73,Walking
0.09,0.15,0.15,0.11,0.14,0.09,0.11,0.07,0.1,0.02,0.09,0.11,0.09,0.13,0.12,0.09,0.11,0.09,0.07,0.12,0.08,0.09,0.07,0.1,0.15,0.1,0.1,0.09,0.11,0.13,0,8.91,Walking
0.17,0.11,0.12,0.08,0.1,0.13,0.14,0.09,0.07,0.01,0.11,0.1,0.12,0.1,0.09,0.08,0.1,0.1,0.09,0.13,0.13,0.07,0.11,0.12,0.12,0.07,0.1,0.09,0.09,0.12,0,8.9,Walking
0.15,0.13,0.12,0.09,0.1,0.1,0.13,0.14,0.05,0.02,0.12,0.11,0.1,0.14,0.09,0.09,0.11,0.06,0.11,0.11,0.12,0.12,0.1,0.12,0.13,0.07,0.1,0.08,0.06,0.11,0,8.67,Walking
0.16,0.13,0.13,0.11,0.09,0.11,0.09,0.12,0.08,0.02,0.11,0.11,0.13,0.09,0.07,0.13,0.11,0.1,0.09,0.08,0.08,0.11,0.07,0.14,0.1,0.12,0.07,0.13,0.07,0.12,0,8.66,Walking
0.12,0.14,0.14,0.13,0.06,0.1,0.14,0.12,0.03,0.04,0.08,0.13,0.09,0.16,0.1,0.1,0.1,0.08,0.1,0.09,0.06,0.11,0.11,0.13,0.09,0.1,0.08,0.12,0.13,0.09,0,8.71,Walking
0.1,0.2,0.12,0.11,0.1,0.09,0.1,0.11,0.07,0.03,0.1,0.15,0.09,0.09,0.12,0.09,0.08,0.1,0.1,0.11,0.07,0.09,0.11,0.13,0.09,0.1,0.13,0.1,0.11,0.09,0,8.74,Walking
0.16,0.1,0.14,0.12,0.07,0.13,0.09,0.07,0.1,0.04,0.12,0.08,0.15,0.11,0.12,0.09,0.08,0.08,0.06,0.14,0.09,0.09,0.12,0.12,0.11,0.11,0.08,0.09,0.12,0.09,0,8.64,Walking
0.17,0.12,0.1,0.12,0.1,0.13,0.1,0.08,0.08,0.03,0.11,0.12,0.11,0.09,0.09,0.1,0.05,0.09,0.15,0.12,0.24,0.07,0.07,0.08,0.06,0.07,0.08,0.1,0.11,0.15,0,8.82,Walking
0.21,0.11,0.08,0.11,0.09,0.1,0.1,0.09,0.07,0.06,0.15,0.08,0.12,0.08,0.08,0.09,0.1,0.08,0.11,0.14,0.22,0.14,0.06,0.04,0.09,0.08,0.08,0.07,0.12,0.13,0,8.8,Walking
0.15,0.13,0.13,0.08,0.14,0.09,0.11,0.05,0.1,0.04,0.11,0.13,0.05,0.13,0.12,0.11,0.09,0.11,0.09,0.09,0.09,0.1,0.08,0.13,0.1,0.12,0.08,0.08,0.12,0.11,0,8.62,Walking
0.17,0.13,0.13,0.12,0.13,0.09,0.11,0.07,0.04,0.04,0.13,0.08,0.08,0.09,0.17,0.09,0.08,0.11,0.1,0.08,0.09,0.08,0.08,0.13,0.11,0.11,0.08,0.06,0.14,0.13,0,8.76,Walking
0.17,0.16,0.11,0.11,0.06,0.08,0.08,0.13,0.08,0.03,0.1,0.11,0.12,0.15,0.08,0.1,0.08,0.09,0.1,0.09,0.07,0.08,0.09,0.09,0.16,0.13,0.11,0.08,0.1,0.11,0,8.57,Walking
0.04,0.02,0.02,0.01,0.02,0,0,0,0,0,0,0.01,0.03,0.01,0.03,0.01,0,0.01,0.01,0,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.77,Walking
0,0.13,0.07,0.13,0.07,0.09,0.11,0.13,0.18,0.12,0.01,0.06,0.07,0.08,0.05,0.02,0.07,0.12,0.08,0.39,0.07,0.11,0.08,0.08,0.09,0.15,0.15,0.13,0.08,0.07,0,6.54,Jogging
0,0.19,0.1,0.1,0.13,0.09,0.11,0.06,0.13,0.12,0.06,0.09,0.06,0.09,0.1,0.09,0.05,0.2,0.18,0.11,0.12,0.05,0.06,0.13,0.12,0.13,0.11,0.11,0.06,0.12,0,1.11,Jogging
0,0.22,0.1,0.11,0.09,0.1,0.11,0.09,0.08,0.12,0.12,0.09,0.07,0.07,0.13,0.12,0.1,0.13,0.09,0.1,0.12,0.11,0.12,0.05,0.16,0.06,0.13,0.1,0.07,0.12,0,0.11,Jogging
0,0.23,0.08,0.09,0.12,0.06,0.11,0.1,0.11,0.12,0.11,0.07,0.09,0.12,0.14,0.09,0.12,0.08,0.13,0.08,0.13,0.13,0.06,0.06,0.11,0.13,0.12,0.11,0.09,0.08,0,-0.08,Jogging
0,0.22,0.09,0.06,0.12,0.11,0.13,0.06,0.11,0.12,0.12,0.1,0.13,0.09,0.1,0.09,0.13,0.07,0.08,0.12,0.13,0.13,0.11,0.04,0.11,0.09,0.1,0.12,0.09,0.1,0,-0.33,Jogging
0,0.21,0.1,0.11,0.08,0.11,0.1,0.1,0.13,0.09,0.08,0.11,0.08,0.15,0.06,0.08,0.09,0.17,0.12,0.09,0.09,0.09,0.08,0.11,0.1,0.13,0.13,0.09,0.14,0.07,0,0.02,Jogging
0,0.18,0.09,0.12,0.1,0.12,0.09,0.09,0.12,0.1,0.11,0.11,0.09,0.14,0.1,0.1,0.09,0.1,0.1,0.08,0.09,0.16,0.12,0.08,0.09,0.08,0.07,0.11,0.14,0.1,0,-0.52,Jogging
0,0.21,0.09,0.1,0.13,0.08,0.11,0.11,0.09,0.11,0.11,0.12,0.09,0.06,0.11,0.12,0.14,0.1,0.08,0.1,0.09,0.1,0.14,0.08,0.13,0.07,0.09,0.09,0.14,0.09,0,-0.25,Jogging
0,0.21,0.08,0.12,0.11,0.09,0.14,0.1,0.08,0.1,0.1,0.13,0.09,0.1,0.08,0.08,0.11,0.12,0.12,0.09,0.09,0.12,0.1,0.09,0.09,0.1,0.09,0.14,0.11,0.11,0,-0.06,Jogging
0,0.19,0.09,0.1,0.15,0.1,0.08,0.09,0.11,0.11,0.1,0.14,0.09,0.08,0.07,0.1,0.13,0.13,0.12,0.06,0.08,0.13,0.11,0.09,0.11,0.11,0.07,0.1,0.09,0.12,0,-0.32,Jogging
0,0.21,0.09,0.15,0.1,0.07,0.09,0.1,0.13,0.07,0.06,0.14,0.1,0.09,0.11,0.1,0.08,0.13,0.15,0.08,0.08,0.07,0.09,0.12,0.12,0.12,0.12,0.14,0.11,0.05,0,0.05,Jogging
0,0.16,0.15,0.09,0.11,0.14,0.09,0.12,0.07,0.08,0.08,0.12,0.11,0.1,0.07,0.11,0.1,0.16,0.12,0.06,0.1,0.08,0.09,0.15,0.09,0.12,0.1,0.11,0.1,0.08,0,-0.22,Jogging
0,0.23,0.12,0.12,0.05,0.11,0.11,0.1,0.09,0.1,0.11,0.08,0.11,0.11,0.07,0.12,0.11,0.11,0.12,0.09,0.11,0.08,0.08,0.15,0.1,0.1,0.08,0.11,0.14,0.08,0,-0.05,Jogging
0,0.22,0.08,0.11,0.13,0.07,0.11,0.1,0.1,0.11,0.12,0.1,0.08,0.08,0.14,0.11,0.11,0.09,0.09,0.1,0.08,0.15,0.11,0.1,0.11,0.1,0.11,0.08,0.08,0.12,0,-0.29,Jogging
0,0.19,0.13,0.12,0.06,0.11,0.11,0.09,0.09,0.13,0.1,0.12,0.1,0.13,0.1,0.1,0.1,0.08,0.11,0.09,0.1,0.11,0.13,0.11,0.09,0.09,0.09,0.08,0.12,0.1,0,-0.36,Jogging
