@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42-weka.filters.unsupervised.attribute.Remove-R37-40-weka.filters.unsupervised.attribute.Remove-R33-36-weka.filters.unsupervised.attribute.Remove-R29-32-weka.filters.unsupervised.attribute.Remove-R25-28-weka.filters.unsupervised.attribute.Remove-R21-24

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.09,0.12,0.16,0.1,0.09,0.11,0.12,0.09,0.07,0.08,0.13,0.09,0.11,0.09,0.12,0.07,0.09,0.1,0.07,0.15,Upstairs
0.11,0.09,0.11,0.13,0.1,0.1,0.11,0.09,0.08,0.11,0.09,0.11,0.13,0.09,0.1,0.11,0.08,0.1,0.11,0.11,Upstairs
0.12,0.06,0.05,0.11,0.11,0.08,0.09,0.09,0.12,0.07,0.06,0.08,0.05,0.08,0.1,0.12,0.15,0.1,0.08,0.07,Upstairs
0.01,0.08,0.07,0.08,0.16,0.11,0.13,0.13,0.15,0.09,0.06,0.1,0.09,0.15,0.11,0.11,0.1,0.12,0.1,0.08,Downstairs
0.06,0.09,0.14,0.12,0.04,0.17,0.13,0.1,0.11,0.06,0.12,0.1,0.06,0.15,0.12,0.09,0.09,0.11,0.06,0.1,Downstairs
0.11,0.12,0.12,0.14,0.09,0.09,0.07,0.09,0.08,0.1,0.08,0.12,0.13,0.1,0.06,0.11,0.09,0.06,0.13,0.13,Downstairs
0.12,0.09,0.11,0.09,0.11,0.09,0.08,0.12,0.1,0.11,0.12,0.11,0.13,0.07,0.09,0.1,0.06,0.1,0.13,0.11,Downstairs
0.21,0.14,0.08,0.06,0.07,0.07,0.05,0.1,0.08,0.15,0.13,0.07,0.11,0.05,0.11,0.09,0.14,0.11,0.1,0.1,Downstairs
0.02,0.02,0.02,0.06,0.02,0.02,0.06,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.04,0.05,0.05,0.02,0.04,0.02,Downstairs
0,0,0.01,0.03,0.02,0.05,0.03,0.12,0.1,0.63,0.11,0.07,0.11,0.11,0.09,0.09,0.08,0.1,0.1,0.14,Walking
0,0,0.03,0.05,0.03,0.08,0.1,0.1,0.14,0.49,0.03,0.13,0.1,0.11,0.1,0.11,0.15,0.09,0.07,0.13,Walking
0,0.02,0.03,0.04,0.05,0.09,0.11,0.12,0.2,0.35,0.04,0.15,0.08,0.09,0.11,0.11,0.12,0.08,0.11,0.13,Walking
0.01,0.02,0.03,0.09,0.09,0.11,0.11,0.14,0.2,0.23,0.04,0.14,0.09,0.08,0.09,0.12,0.13,0.12,0.1,0.12,Walking
0.01,0.04,0.06,0.08,0.1,0.11,0.09,0.15,0.24,0.15,0.07,0.11,0.07,0.09,0.13,0.11,0.14,0.08,0.11,0.11,Walking
0.03,0.08,0.09,0.05,0.11,0.15,0.14,0.06,0.16,0.16,0.06,0.14,0.07,0.09,0.11,0.11,0.1,0.14,0.13,0.08,Walking
0.02,0.08,0.11,0.11,0.15,0.12,0.1,0.13,0.1,0.1,0.06,0.12,0.1,0.09,0.11,0.1,0.11,0.1,0.17,0.06,Walking
0.06,0.12,0.08,0.06,0.11,0.12,0.13,0.06,0.15,0.13,0.1,0.09,0.08,0.15,0.07,0.09,0.11,0.1,0.12,0.11,Walking
0.08,0.11,0.08,0.08,0.11,0.12,0.12,0.05,0.15,0.12,0.12,0.08,0.1,0.1,0.06,0.11,0.11,0.14,0.12,0.08,Walking
0.07,0.1,0.1,0.11,0.14,0.09,0.1,0.07,0.14,0.11,0.1,0.11,0.06,0.07,0.09,0.1,0.15,0.15,0.15,0.04,Walking
0.07,0.06,0.1,0.12,0.16,0.16,0.1,0.12,0.09,0.05,0.03,0.1,0.12,0.12,0.12,0.12,0.15,0.14,0.08,0.05,Walking
0.1,0.09,0.08,0.15,0.13,0.1,0.11,0.08,0.1,0.09,0.06,0.13,0.08,0.11,0.11,0.11,0.13,0.15,0.09,0.04,Walking
0.09,0.11,0.1,0.08,0.11,0.1,0.11,0.09,0.1,0.13,0.12,0.09,0.12,0.07,0.11,0.09,0.08,0.09,0.08,0.17,Walking
0.12,0.1,0.12,0.1,0.19,0.09,0.07,0.08,0.09,0.08,0.12,0.07,0.11,0.06,0.13,0.12,0.1,0.12,0.08,0.12,Walking
0.1,0.13,0.11,0.13,0.11,0.09,0.11,0.08,0.11,0.05,0.1,0.08,0.14,0.15,0.06,0.11,0.09,0.11,0.1,0.09,Walking
0.11,0.12,0.09,0.15,0.12,0.07,0.1,0.13,0.09,0.05,0.14,0.06,0.1,0.09,0.11,0.11,0.1,0.08,0.1,0.13,Walking
0.16,0.09,0.1,0.1,0.12,0.09,0.1,0.12,0.11,0.04,0.17,0.05,0.11,0.1,0.08,0.09,0.08,0.11,0.1,0.13,Walking
0.14,0.11,0.1,0.15,0.1,0.06,0.1,0.12,0.11,0.04,0.15,0.07,0.12,0.09,0.08,0.1,0.09,0.09,0.09,0.14,Walking
0.09,0.13,0.12,0.14,0.15,0.09,0.08,0.09,0.11,0.03,0.11,0.11,0.11,0.07,0.11,0.09,0.14,0.1,0.09,0.09,Walking
0.14,0.07,0.18,0.09,0.11,0.09,0.07,0.16,0.08,0.02,0.16,0.07,0.15,0.07,0.11,0.08,0.09,0.1,0.09,0.1,Walking
0.11,0.11,0.14,0.2,0.1,0.11,0.07,0.1,0.09,0.01,0.1,0.12,0.11,0.08,0.12,0.12,0.11,0.1,0.1,0.08,Walking
0.09,0.15,0.15,0.11,0.14,0.09,0.11,0.07,0.1,0.02,0.09,0.11,0.09,0.13,0.12,0.09,0.11,0.09,0.07,0.12,Walking
0.17,0.11,0.12,0.08,0.1,0.13,0.14,0.09,0.07,0.01,0.11,0.1,0.12,0.1,0.09,0.08,0.1,0.1,0.09,0.13,Walking
0.15,0.13,0.12,0.09,0.1,0.1,0.13,0.14,0.05,0.02,0.12,0.11,0.1,0.14,0.09,0.09,0.11,0.06,0.11,0.11,Walking
0.16,0.13,0.13,0.11,0.09,0.11,0.09,0.12,0.08,0.02,0.11,0.11,0.13,0.09,0.07,0.13,0.11,0.1,0.09,0.08,Walking
0.12,0.14,0.14,0.13,0.06,0.1,0.14,0.12,0.03,0.04,0.08,0.13,0.09,0.16,0.1,0.1,0.1,0.08,0.1,0.09,Walking
0.1,0.2,0.12,0.11,0.1,0.09,0.1,0.11,0.07,0.03,0.1,0.15,0.09,0.09,0.12,0.09,0.08,0.1,0.1,0.11,Walking
0.16,0.1,0.14,0.12,0.07,0.13,0.09,0.07,0.1,0.04,0.12,0.08,0.15,0.11,0.12,0.09,0.08,0.08,0.06,0.14,Walking
0.17,0.12,0.1,0.12,0.1,0.13,0.1,0.08,0.08,0.03,0.11,0.12,0.11,0.09,0.09,0.1,0.05,0.09,0.15,0.12,Walking
0.21,0.11,0.08,0.11,0.09,0.1,0.1,0.09,0.07,0.06,0.15,0.08,0.12,0.08,0.08,0.09,0.1,0.08,0.11,0.14,Walking
0.15,0.13,0.13,0.08,0.14,0.09,0.11,0.05,0.1,0.04,0.11,0.13,0.05,0.13,0.12,0.11,0.09,0.11,0.09,0.09,Walking
0.17,0.13,0.13,0.12,0.13,0.09,0.11,0.07,0.04,0.04,0.13,0.08,0.08,0.09,0.17,0.09,0.08,0.11,0.1,0.08,Walking
0.17,0.16,0.11,0.11,0.06,0.08,0.08,0.13,0.08,0.03,0.1,0.11,0.12,0.15,0.08,0.1,0.08,0.09,0.1,0.09,Walking
0.04,0.02,0.02,0.01,0.02,0,0,0,0,0,0,0.01,0.03,0.01,0.03,0.01,0,0.01,0.01,0,Walking
0,0.13,0.07,0.13,0.07,0.09,0.11,0.13,0.18,0.12,0.01,0.06,0.07,0.08,0.05,0.02,0.07,0.12,0.08,0.39,Jogging
0,0.19,0.1,0.1,0.13,0.09,0.11,0.06,0.13,0.12,0.06,0.09,0.06,0.09,0.1,0.09,0.05,0.2,0.18,0.11,Jogging
0,0.22,0.1,0.11,0.09,0.1,0.11,0.09,0.08,0.12,0.12,0.09,0.07,0.07,0.13,0.12,0.1,0.13,0.09,0.1,Jogging
0,0.23,0.08,0.09,0.12,0.06,0.11,0.1,0.11,0.12,0.11,0.07,0.09,0.12,0.14,0.09,0.12,0.08,0.13,0.08,Jogging
0,0.22,0.09,0.06,0.12,0.11,0.13,0.06,0.11,0.12,0.12,0.1,0.13,0.09,0.1,0.09,0.13,0.07,0.08,0.12,Jogging
0,0.21,0.1,0.11,0.08,0.11,0.1,0.1,0.13,0.09,0.08,0.11,0.08,0.15,0.06,0.08,0.09,0.17,0.12,0.09,Jogging
0,0.18,0.09,0.12,0.1,0.12,0.09,0.09,0.12,0.1,0.11,0.11,0.09,0.14,0.1,0.1,0.09,0.1,0.1,0.08,Jogging
0,0.21,0.09,0.1,0.13,0.08,0.11,0.11,0.09,0.11,0.11,0.12,0.09,0.06,0.11,0.12,0.14,0.1,0.08,0.1,Jogging
0,0.21,0.08,0.12,0.11,0.09,0.14,0.1,0.08,0.1,0.1,0.13,0.09,0.1,0.08,0.08,0.11,0.12,0.12,0.09,Jogging
0,0.19,0.09,0.1,0.15,0.1,0.08,0.09,0.11,0.11,0.1,0.14,0.09,0.08,0.07,0.1,0.13,0.13,0.12,0.06,Jogging
0,0.21,0.09,0.15,0.1,0.07,0.09,0.1,0.13,0.07,0.06,0.14,0.1,0.09,0.11,0.1,0.08,0.13,0.15,0.08,Jogging
0,0.16,0.15,0.09,0.11,0.14,0.09,0.12,0.07,0.08,0.08,0.12,0.11,0.1,0.07,0.11,0.1,0.16,0.12,0.06,Jogging
0,0.23,0.12,0.12,0.05,0.11,0.11,0.1,0.09,0.1,0.11,0.08,0.11,0.11,0.07,0.12,0.11,0.11,0.12,0.09,Jogging
0,0.22,0.08,0.11,0.13,0.07,0.11,0.1,0.1,0.11,0.12,0.1,0.08,0.08,0.14,0.11,0.11,0.09,0.09,0.1,Jogging
0,0.19,0.13,0.12,0.06,0.11,0.11,0.09,0.09,0.13,0.1,0.12,0.1,0.13,0.1,0.1,0.1,0.08,0.11,0.09,Jogging
0,0.21,0.11,0.1,0.09,0.1,0.09,0.14,0.1,0.08,0.08,0.12,0.13,0.1,0.13,0.08,0.09,0.1,0.12,0.07,Jogging
0,0.23,0.12,0.1,0.09,0.11,0.09,0.08,0.12,0.1,0.1,0.07,0.13,0.12,0.08,0.11,0.09,0.1,0.11,0.12,Jogging
0,0.19,0.12,0.11,0.07,0.1,0.11,0.11,0.09,0.12,0.12,0.1,0.08,0.12,0.09,0.09,0.12,0.08,0.09,0.13,Jogging
0,0.21,0.11,0.07,0.12,0.09,0.1,0.13,0.08,0.11,0.15,0.07,0.09,0.11,0.09,0.12,0.11,0.08,0.08,0.11,Jogging
0,0.19,0.09,0.09,0.12,0.11,0.1,0.1,0.12,0.11,0.12,0.07,0.1,0.13,0.11,0.11,0.09,0.11,0.09,0.08,Jogging
0,0.2,0.12,0.09,0.1,0.11,0.08,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.11,0.11,0.09,Jogging
0,0.2,0.13,0.07,0.09,0.14,0.1,0.08,0.11,0.1,0.13,0.09,0.13,0.09,0.09,0.11,0.12,0.08,0.07,0.11,Jogging
0,0.2,0.11,0.1,0.11,0.12,0.08,0.11,0.1,0.1,0.15,0.07,0.11,0.12,0.09,0.08,0.13,0.08,0.08,0.12,Jogging
0,0.22,0.1,0.08,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.12,0.1,0.12,0.14,0.07,0.08,0.11,0.12,0.07,Jogging
0,0.17,0.11,0.12,0.1,0.09,0.12,0.11,0.1,0.1,0.11,0.12,0.11,0.12,0.07,0.13,0.08,0.12,0.08,0.09,Jogging
0,0.16,0.11,0.13,0.11,0.11,0.09,0.09,0.1,0.11,0.07,0.11,0.12,0.07,0.11,0.09,0.11,0.12,0.13,0.08,Jogging
0,0.18,0.11,0.1,0.1,0.13,0.1,0.11,0.1,0.08,0.1,0.12,0.11,0.08,0.12,0.12,0.1,0.07,0.12,0.08,Jogging
0,0.22,0.11,0.09,0.14,0.09,0.08,0.11,0.08,0.1,0.09,0.14,0.1,0.06,0.11,0.12,0.09,0.07,0.16,0.08,Jogging
0,0.2,0.09,0.11,0.09,0.13,0.1,0.09,0.11,0.11,0.1,0.13,0.13,0.07,0.09,0.11,0.1,0.11,0.08,0.11,Jogging
0,0.2,0.12,0.12,0.1,0.08,0.12,0.11,0.1,0.08,0.05,0.18,0.11,0.11,0.1,0.07,0.11,0.1,0.1,0.08,Jogging
0,0.21,0.1,0.1,0.07,0.15,0.1,0.1,0.11,0.09,0.09,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.09,0.1,Jogging
0,0.22,0.11,0.09,0.1,0.09,0.09,0.1,0.11,0.11,0.12,0.07,0.11,0.12,0.12,0.1,0.08,0.11,0.08,0.11,Jogging
0,0.22,0.1,0.1,0.08,0.09,0.1,0.12,0.1,0.12,0.12,0.08,0.12,0.14,0.11,0.15,0.1,0.03,0.09,0.1,Jogging
0,0.21,0.08,0.1,0.09,0.09,0.15,0.11,0.08,0.11,0.14,0.07,0.12,0.11,0.1,0.1,0.11,0.1,0.08,0.09,Jogging
0,0.2,0.09,0.1,0.1,0.09,0.11,0.11,0.1,0.13,0.15,0.06,0.09,0.06,0.17,0.11,0.12,0.07,0.08,0.12,Jogging
0,0.11,0.09,0.11,0.1,0.08,0.06,0.09,0.08,0.04,0.07,0.06,0.09,0.06,0.12,0.06,0.1,0.1,0.05,0.07,Jogging
0.11,0.13,0.2,0.17,0.15,0.09,0.09,0.06,0.01,0.01,0.07,0.07,0.04,0.12,0.08,0.08,0.1,0.16,0.18,0.13,Walking
0.12,0.09,0.13,0.17,0.11,0.09,0.09,0.12,0.05,0.05,0.08,0.07,0.08,0.1,0.08,0.07,0.15,0.15,0.15,0.09,Walking
0.14,0.07,0.11,0.15,0.17,0.1,0.04,0.16,0.06,0.02,0.07,0.11,0.07,0.11,0.05,0.1,0.15,0.14,0.13,0.1,Walking
0.14,0.08,0.13,0.15,0.09,0.08,0.14,0.1,0.1,0.03,0.09,0.09,0.09,0.06,0.09,0.09,0.14,0.13,0.11,0.14,Walking
0.07,0.13,0.1,0.13,0.09,0.14,0.13,0.14,0.07,0.02,0.07,0.1,0.08,0.08,0.1,0.13,0.09,0.16,0.13,0.09,Walking
0.09,0.16,0.11,0.1,0.09,0.14,0.07,0.16,0.07,0.04,0.06,0.12,0.11,0.06,0.11,0.09,0.13,0.1,0.11,0.13,Walking
0.07,0.13,0.09,0.11,0.11,0.16,0.07,0.18,0.07,0.04,0.06,0.12,0.06,0.11,0.11,0.1,0.11,0.11,0.13,0.11,Walking
0.1,0.11,0.11,0.12,0.08,0.09,0.11,0.13,0.14,0.03,0.12,0.08,0.08,0.1,0.05,0.1,0.12,0.12,0.13,0.11,Walking
0.05,0.15,0.09,0.09,0.14,0.12,0.1,0.09,0.13,0.07,0.1,0.06,0.1,0.06,0.13,0.11,0.1,0.11,0.14,0.1,Walking
0.06,0.14,0.15,0.08,0.12,0.13,0.07,0.11,0.09,0.08,0.1,0.11,0.12,0.07,0.12,0.08,0.12,0.12,0.09,0.11,Walking
0.05,0.16,0.12,0.08,0.17,0.05,0.12,0.08,0.12,0.07,0.09,0.1,0.09,0.1,0.08,0.11,0.19,0.08,0.08,0.11,Walking
0.07,0.15,0.12,0.09,0.11,0.1,0.07,0.1,0.1,0.12,0.16,0.08,0.11,0.08,0.09,0.08,0.1,0.11,0.07,0.14,Walking
0.05,0.14,0.08,0.11,0.1,0.1,0.1,0.14,0.12,0.09,0.1,0.07,0.1,0.09,0.15,0.12,0.1,0.14,0.06,0.1,Walking
0.08,0.16,0.07,0.08,0.1,0.12,0.1,0.1,0.13,0.08,0.1,0.1,0.1,0.09,0.14,0.13,0.06,0.11,0.07,0.13,Walking
0.09,0.11,0.1,0.11,0.1,0.1,0.09,0.09,0.14,0.08,0.08,0.1,0.1,0.08,0.16,0.11,0.09,0.12,0.08,0.1,Walking
0.15,0.05,0.09,0.07,0.11,0.13,0.08,0.12,0.12,0.1,0.12,0.12,0.07,0.07,0.11,0.12,0.14,0.08,0.08,0.12,Walking
0.12,0.08,0.08,0.1,0.09,0.09,0.15,0.1,0.08,0.13,0.08,0.09,0.12,0.1,0.15,0.09,0.08,0.11,0.07,0.13,Walking
0.14,0.06,0.12,0.1,0.09,0.07,0.07,0.11,0.13,0.13,0.13,0.07,0.1,0.09,0.1,0.12,0.08,0.12,0.09,0.13,Walking
0.1,0.08,0.12,0.09,0.09,0.07,0.13,0.1,0.09,0.15,0.09,0.1,0.11,0.13,0.1,0.1,0.11,0.1,0.08,0.09,Walking
0.09,0.12,0.08,0.1,0.08,0.11,0.12,0.13,0.09,0.11,0.09,0.11,0.12,0.1,0.11,0.12,0.09,0.06,0.11,0.11,Walking
0.08,0.1,0.13,0.1,0.1,0.11,0.09,0.07,0.1,0.15,0.12,0.09,0.09,0.16,0.09,0.12,0.09,0.1,0.08,0.09,Walking
0.15,0.06,0.09,0.1,0.09,0.09,0.09,0.1,0.14,0.11,0.12,0.08,0.1,0.1,0.14,0.12,0.08,0.07,0.11,0.11,Walking
0.14,0.06,0.08,0.09,0.12,0.06,0.12,0.08,0.1,0.17,0.14,0.1,0.15,0.07,0.11,0.09,0.09,0.07,0.12,0.09,Walking
0.13,0.06,0.07,0.09,0.09,0.1,0.14,0.09,0.12,0.14,0.09,0.11,0.11,0.12,0.13,0.08,0.12,0.09,0.09,0.09,Walking
0.13,0.09,0.06,0.08,0.11,0.09,0.11,0.06,0.15,0.15,0.1,0.11,0.12,0.1,0.12,0.1,0.11,0.07,0.09,0.1,Walking
0.13,0.08,0.05,0.05,0.11,0.12,0.13,0.07,0.13,0.15,0.06,0.17,0.13,0.11,0.1,0.11,0.12,0.08,0.08,0.07,Walking
0.1,0.1,0.12,0.09,0.05,0.12,0.11,0.05,0.12,0.17,0.14,0.11,0.11,0.14,0.1,0.09,0.06,0.1,0.08,0.09,Walking
0.08,0.11,0.09,0.04,0.1,0.13,0.11,0.09,0.08,0.21,0.1,0.13,0.15,0.12,0.06,0.07,0.09,0.12,0.12,0.06,Walking
0.1,0.09,0.09,0.07,0.08,0.11,0.1,0.09,0.11,0.18,0.12,0.16,0.11,0.14,0.06,0.08,0.09,0.07,0.1,0.09,Walking
0.1,0.08,0.06,0.08,0.09,0.1,0.13,0.1,0.1,0.17,0.14,0.14,0.14,0.14,0.12,0.1,0.03,0.07,0.09,0.07,Walking
0.03,0.04,0.07,0.04,0.04,0.05,0.05,0.07,0.07,0.09,0.06,0.07,0.1,0.08,0.05,0.04,0.03,0.06,0.05,0.04,Walking
0.06,0.06,0.15,0.1,0.08,0.05,0.06,0.11,0.14,0,0.11,0.12,0.13,0.12,0.08,0.1,0.08,0.07,0.08,0,Jogging
0.09,0.07,0.06,0.11,0.08,0.15,0.13,0.15,0.08,0,0.1,0.13,0.09,0.1,0.11,0.08,0.11,0.07,0.1,0,Jogging
0.05,0.09,0.12,0.1,0.16,0.14,0.12,0.06,0.07,0,0.11,0.1,0.08,0.12,0.09,0.08,0.13,0.14,0.08,0,Jogging
0.02,0.12,0.07,0.06,0.12,0.14,0.1,0.12,0.11,0,0.11,0.1,0.09,0.09,0.09,0.08,0.15,0.11,0.1,0,Jogging
0.05,0.09,0.07,0.08,0.12,0.08,0.16,0.14,0.11,0,0.08,0.16,0.06,0.1,0.09,0.1,0.12,0.1,0.12,0,Jogging
0.03,0.12,0.07,0.13,0.11,0.11,0.12,0.12,0.11,0,0.1,0.08,0.13,0.06,0.1,0.11,0.11,0.14,0.1,0,Jogging
0.06,0.07,0.09,0.09,0.11,0.13,0.15,0.14,0.1,0,0.09,0.12,0.09,0.12,0.08,0.13,0.08,0.12,0.12,0,Jogging
0.04,0.12,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0,0.1,0.12,0.09,0.1,0.08,0.12,0.12,0.08,0.13,0,Jogging
0.04,0.09,0.07,0.12,0.1,0.13,0.11,0.12,0.13,0,0.1,0.08,0.13,0.07,0.1,0.13,0.1,0.12,0.1,0,Jogging
0.08,0.13,0.13,0.12,0.14,0.1,0.07,0.05,0.08,0,0.11,0.07,0.15,0.1,0.12,0.1,0.09,0.12,0.07,0,Jogging
0.07,0.12,0.13,0.11,0.13,0.09,0.12,0.09,0.09,0,0.1,0.09,0.08,0.11,0.11,0.14,0.05,0.1,0.13,0,Jogging
0.08,0.09,0.12,0.1,0.11,0.12,0.09,0.12,0.11,0,0.11,0.1,0.09,0.12,0.07,0.11,0.12,0.06,0.12,0,Jogging
0.08,0.06,0.09,0.1,0.08,0.14,0.06,0.14,0.14,0,0.12,0.12,0.09,0.09,0.1,0.08,0.1,0.1,0.07,0,Jogging
0.05,0.07,0.08,0.11,0.09,0.12,0.12,0.15,0.12,0,0.1,0.1,0.08,0.09,0.15,0.08,0.1,0.1,0.1,0,Jogging
0.14,0.11,0.08,0.16,0.08,0.08,0.09,0.11,0.09,0,0.1,0.12,0.09,0.12,0.06,0.1,0.13,0.1,0.1,0,Jogging
0.24,0.14,0.13,0.06,0.07,0.09,0.1,0.07,0.08,0,0.11,0.05,0.13,0.11,0.15,0.1,0.09,0.1,0.09,0,Jogging
0.26,0.14,0.12,0.1,0.07,0.05,0.04,0.08,0.09,0,0.09,0.12,0.12,0.12,0.09,0.07,0.11,0.11,0.07,0,Jogging
0.33,0.13,0.15,0.06,0.08,0.04,0.05,0.04,0.1,0,0.11,0.09,0.12,0.09,0.14,0.09,0.08,0.11,0.09,0,Jogging
0.08,0.05,0.03,0.03,0.01,0.01,0.01,0.02,0.02,0,0.01,0.01,0.03,0.05,0.05,0.07,0.02,0.02,0.01,0,Jogging
0,0,0,0,0.03,0.1,0.19,0.15,0.16,0,0.01,0,0,0,0.01,0.11,0.2,0.32,0,0,Sitting
0,0,0,0,0.01,0.01,0.09,0.26,0.43,0,0,0,0,0,0,0.02,0.1,0.23,0,0,Sitting
0,0,0,0,0.04,0.11,0.26,0.34,0.21,0,0,0,0,0,0,0.02,0.03,0.2,0,0,Sitting
0.01,0.04,0.05,0.04,0.41,0.22,0.12,0.03,0.03,0,0.01,0.02,0.12,0,0.44,0.19,0.04,0.05,0,0,Sitting
0.01,0.02,0.1,0.33,0.46,0.09,0.01,0,0,0,0,0.03,0.23,0,0.73,0.02,0.01,0,0,0,Sitting
0.06,0.25,0.26,0.2,0.16,0.03,0.05,0,0,0,0.1,0.06,0.34,0,0.35,0.13,0.01,0.01,0,0,Sitting
0.47,0.38,0.1,0.04,0.02,0.01,0,0,0,0,0.36,0.13,0.31,0,0.2,0.01,0,0,0,0,Sitting
0.04,0.01,0,0,0.01,0.01,0.01,0.02,0,0,0.03,0.01,0.02,0,0.02,0.02,0,0,0,0,Sitting
0.11,0,0.02,0,0.04,0.03,0,0.08,0.05,0.7,0.15,0,0,0,0.1,0,0,0.26,0,0,Standing
0.01,0,0.01,0,0.04,0.09,0,0.21,0.26,0.39,0.09,0,0,0,0.36,0,0,0.37,0,0,Standing
0.01,0,0.01,0,0.09,0.18,0,0.33,0.24,0.15,0.11,0,0,0,0.4,0,0,0.41,0,0,Standing
0.02,0,0.03,0,0.08,0.28,0,0.35,0.2,0.05,0.09,0,0,0,0.37,0,0,0.4,0,0,Standing
0.1,0.04,0.07,0,0.12,0.15,0,0.19,0.14,0.22,0.18,0,0,0,0.33,0,0,0.33,0,0,Standing
0.05,0.1,0.21,0,0.31,0.2,0,0.1,0.04,0.01,0.09,0,0,0,0.37,0,0,0.43,0,0,Standing
0.15,0.08,0.18,0,0.27,0.14,0,0.1,0.04,0.06,0.17,0,0,0,0.32,0,0,0.33,0,0,Standing
0.14,0.06,0.1,0,0.09,0.16,0,0.18,0.11,0.18,0.13,0,0,0,0.29,0,0,0.39,0,0,Standing
0.03,0.06,0.15,0,0.28,0.21,0,0.2,0.08,0.01,0.08,0,0,0,0.38,0,0,0.44,0,0,Standing
0.1,0.08,0.21,0,0.19,0.18,0,0.11,0.04,0.1,0.09,0,0,0,0.33,0,0,0.42,0,0,Standing
0.06,0.06,0.14,0,0.16,0.26,0,0.13,0.12,0.08,0.1,0,0,0,0.31,0,0,0.41,0,0,Standing
0.03,0.07,0.2,0,0.32,0.25,0,0.12,0.02,0.02,0.05,0,0,0,0.29,0,0,0.51,0,0,Standing
0.05,0.1,0.22,0,0.23,0.18,0,0.11,0.09,0.05,0.03,0,0,0,0.19,0,0,0.44,0,0,Standing
0.08,0.11,0.16,0,0.27,0.25,0,0.09,0.04,0.02,0.05,0,0,0,0.28,0,0,0.42,0,0,Standing
0.05,0.06,0.1,0.08,0.12,0.11,0.14,0.13,0.14,0.02,0.11,0.09,0.08,0.08,0.05,0.08,0.09,0.12,0.13,0,Upstairs
0.07,0.11,0.08,0.11,0.09,0.14,0.11,0.12,0.1,0.01,0.1,0.09,0.08,0.07,0.12,0.11,0.13,0.08,0.13,0,Upstairs
0.12,0.1,0.16,0.1,0.08,0.09,0.1,0.08,0.09,0.03,0.1,0.07,0.12,0.08,0.11,0.12,0.12,0.11,0.09,0,Upstairs
0.13,0.12,0.09,0.1,0.12,0.08,0.08,0.08,0.09,0.01,0.11,0.11,0.13,0.17,0.11,0.11,0.05,0.1,0.09,0,Upstairs
0.09,0.07,0.04,0.08,0.06,0.03,0.05,0.06,0.04,0.01,0.04,0.11,0.07,0.07,0.08,0.04,0.08,0.06,0.02,0,Upstairs
0.11,0.07,0.11,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.07,0.09,0.09,0.15,0.1,0.12,0.1,0.12,0.09,0.1,Downstairs
0.09,0.1,0.09,0.07,0.09,0.1,0.13,0.13,0.09,0.12,0.12,0.11,0.09,0.1,0.09,0.12,0.09,0.11,0.1,0.09,Downstairs
0.06,0.13,0.12,0.1,0.12,0.1,0.12,0.06,0.08,0.13,0.1,0.12,0.12,0.08,0.1,0.07,0.1,0.12,0.1,0.1,Downstairs
0.14,0.09,0.08,0.12,0.08,0.09,0.08,0.1,0.13,0.08,0.11,0.1,0.1,0.08,0.1,0.1,0.11,0.06,0.11,0.12,Downstairs
0.19,0.13,0.19,0.16,0.11,0.09,0.07,0.06,0.01,0.02,0.09,0.07,0.13,0.11,0.09,0.08,0.09,0.12,0.09,0.14,Upstairs
0.12,0.11,0.08,0.12,0.12,0.11,0.08,0.09,0.1,0.09,0.11,0.1,0.08,0.12,0.1,0.13,0.1,0.1,0.09,0.09,Upstairs
0.05,0.07,0.05,0.09,0.08,0.08,0.12,0.15,0.19,0.13,0.08,0.12,0.1,0.1,0.13,0.11,0.13,0.12,0.06,0.07,Upstairs
0.06,0.08,0.1,0.05,0.08,0.13,0.14,0.09,0.11,0.17,0.12,0.14,0.07,0.07,0.11,0.09,0.11,0.09,0.13,0.09,Upstairs
0.01,0.03,0.03,0.03,0.04,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.02,0.02,0.01,0.07,0.02,Upstairs
