@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XPEAK numeric
@attribute YPEAK numeric
@attribute ZPEAK numeric
@attribute XABSOLDEV numeric
@attribute YABSOLDEV numeric
@attribute ZABSOLDEV numeric
@attribute XSTANDDEV numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0,0,0,0.01,0.01,0.03,0.04,0.15,0.28,0.49,0.19,0,0.72,0.1,0,0,0,0,0,0,0.15,0,0,0.49,0,0,0.31,0,0,0.06,0,-1.72,9.47,1840.901477,1069.140032,360.87,0.64,0.03,0.02,0.65,Sitting
0,0,0.01,0,0.01,0,0,0.13,0.23,0.63,0.04,0,0.62,0.28,0.04,0,0.01,0,0.01,0.01,0.1,0,0,0.41,0,0,0.37,0,0,0.13,0,-1.68,9.48,1840.901477,1069.140032,255.41,0.6,0.04,0.02,0.61,Sitting
0,0.01,0.04,0.39,0.27,0.02,0.03,0.13,0.02,0.1,0.4,0,0.44,0.1,0.02,0.02,0.01,0,0.02,0.01,0.17,0,0,0.45,0,0,0.29,0,0,0.1,0,-1.72,9.47,1840.901477,1069.140032,333.93,0.83,0.06,0.03,0.85,Sitting
0,0,0.03,0.38,0.3,0.09,0.12,0.05,0,0.05,0.15,0,0.53,0.14,0.12,0.04,0.02,0,0.01,0.02,0.12,0,0,0.35,0,0,0.42,0,0,0.11,0,-1.68,9.48,1840.901477,1069.140032,313.33,0.86,0.07,0.03,0.87,Sitting
0,0,0,0.01,0.03,0.2,0.18,0.24,0.15,0.21,0.01,0,0.01,0.12,0.26,0.26,0.17,0,0.09,0.09,0.02,0,0,0.23,0,0,0.47,0,0,0.28,0,-1.53,9.5,1840.901477,1069.140032,268.57,0.7,0.05,0.02,0.71,Sitting
0,0,0.02,0.03,0.09,0.14,0.24,0.37,0.06,0.07,0,0,0.02,0.13,0.13,0.26,0.24,0,0.13,0.1,0.04,0,0,0.21,0,0,0.35,0,0,0.41,0,-1.52,9.5,1840.901477,1069.140032,301.56,0.74,0.05,0.03,0.75,Sitting
0,0,0,0,0.05,0.14,0.41,0.39,0.01,0.01,0,0,0,0,0.01,0.2,0.53,0,0.25,0.02,0,0,0,0.1,0,0,0.43,0,0,0.47,0,-1.5,9.51,1840.901477,1069.140032,296.55,0.75,0.02,0.02,0.75,Sitting
0,0,0,0,0.03,0.32,0.48,0.16,0.01,0.02,0,0,0,0,0.01,0.02,0.33,0,0.53,0.13,0.01,0,0,0.08,0,0,0.45,0,0,0.47,0,-1.47,9.51,1840.901477,1069.140032,350,0.77,0.02,0.03,0.77,Sitting
0.01,0.05,0.48,0.24,0.11,0.06,0.03,0.01,0.03,0.01,0.01,0,0.01,0.03,0.05,0.15,0.35,0,0.15,0.26,0.03,0,0,0.14,0,0,0.43,0,0,0.4,0,-1.48,9.51,1840.901477,1069.140032,272.22,0.96,0.06,0.03,0.97,Sitting
0.06,0.75,0.18,0.02,0,0,0,0,0,0,0,0,0,0.01,0.03,0.05,0.15,0,0.53,0.24,0.02,0,0,0.19,0,0,0.4,0,0,0.4,0,-1.46,9.51,1840.901477,1069.140032,213.95,1.21,0.03,0.03,1.22,Sitting
0.73,0.22,0.03,0.01,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0.02,0.04,0.06,0.27,0,0.39,0.21,0.05,0,0,0.23,0,0,0.43,0,0,0.29,0,-1.47,9.5,1840.901477,1069.140032,286.36,1.34,0.05,0.03,1.35,Sitting
0.22,0.15,0.23,0.26,0.1,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.03,0.08,0.06,0.13,0,0.22,0.48,0.03,0,0,0.09,0,0,0.26,0,0,0.62,0,-1.44,9.52,1840.901477,1069.140032,296.77,1.09,0.07,0.03,1.12,Sitting
0.32,0.13,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.03,0.4,0.05,0,0,0.02,0,0,0.15,0,0,0.27,0,-0.59,4.65,1840.901477,1069.140032,252.78,0.7,0.33,2.37,1.49,Sitting
0,0,0,0,0,0,0.16,0.51,0.23,0.11,0,0,0,0,0,0,0.09,0.2,0.32,0.4,0,0,0.04,0.25,0.16,0.2,0.29,0.03,0.04,0.01,0,8.17,1.33,1840.901477,325.86,681.25,5.22,0.04,0.07,5.22,Standing
0,0,0,0,0,0,0.03,0.54,0.32,0.12,0,0,0,0,0,0,0.04,0.14,0.33,0.5,0,0,0,0.17,0.22,0.28,0.27,0.05,0.03,0,0,8.18,1.34,1840.901477,301.56,362.96,5.19,0.04,0.05,5.2,Standing
0,0,0,0,0,0,0.01,0.34,0.55,0.11,0,0,0,0,0,0,0.02,0.1,0.33,0.56,0,0,0,0.02,0.04,0.1,0.49,0.21,0.14,0.01,0,8.18,1.42,1840.901477,258.11,350,5.17,0.03,0.05,5.18,Standing
0,0,0,0,0,0,0.07,0.3,0.31,0.33,0,0,0,0,0,0,0.05,0.2,0.25,0.51,0,0,0.01,0.09,0.04,0.05,0.14,0.11,0.41,0.17,0,8.18,1.48,1840.901477,288.24,348,5.15,0.05,0.1,5.16,Standing
0,0,0,0,0,0,0.02,0.08,0.19,0.68,0,0,0,0,0,0.01,0.05,0.07,0.14,0.72,0.49,0.1,0.01,0,0,0.01,0.03,0.04,0.24,0.11,0,8.33,-0.02,1840.901477,483.33,300,4.74,0.18,1.3,4.76,Standing
0.01,0,0.01,0.02,0.02,0.07,0.43,0.05,0.03,0.38,0.02,0,0.01,0.01,0.02,0.04,0.59,0.01,0.02,0.29,0.37,0.29,0.06,0.08,0.02,0.04,0.09,0.02,0.01,0.03,0,7.93,-0.13,1840.901477,1100,200,5.44,0.33,1.05,5.48,Standing
0,0,0,0.02,0.04,0.6,0.35,0,0,0,0,0,0,0.01,0.02,0.5,0.49,0,0,0,0,0,0.28,0.19,0.07,0.07,0.13,0.08,0.16,0.06,0,7.58,1.31,1840.901477,230.95,466.67,6.14,0.1,0.16,6.14,Standing
0,0,0,0.03,0.3,0.43,0.25,0,0,0,0,0,0,0.02,0.28,0.39,0.32,0,0,0,0,0,0,0.02,0.01,0.01,0.11,0.07,0.5,0.29,0,7.46,1.54,1840.901477,248.72,465.63,6.23,0.14,0.08,6.24,Standing
0,0,0,0.29,0.65,0.07,0,0,0,0,0,0,0,0.13,0.82,0.05,0.01,0,0,0,0,0,0,0,0.01,0.03,0.11,0.14,0.4,0.33,0,7.22,1.54,1840.901477,292.42,1120,6.53,0.06,0.08,6.53,Standing
0.02,0,0.01,0.38,0.31,0.24,0.05,0.01,0,0,0.02,0.01,0,0.26,0.49,0.2,0.04,0,0,0,0,0,0.05,0.1,0.06,0.08,0.17,0.1,0.22,0.23,0,7.22,1.47,1840.901477,232.93,1033.33,6.52,0.15,0.15,6.53,Standing
0.03,0.02,0.67,0.24,0.04,0.01,0.01,0,0,0,0.01,0.02,0.47,0.45,0.04,0.01,0.01,0,0,0.01,0,0,0.18,0.19,0.12,0.09,0.2,0.09,0.11,0.05,0,6.77,1.33,1840.901477,250,841.67,7.15,0.15,0.12,7.15,Standing
0.25,0.13,0.11,0.26,0.08,0.09,0.09,0,0,0,0.21,0.18,0.14,0.29,0.06,0.09,0.05,0,0,0,0.32,0.18,0.31,0.1,0.03,0.03,0.03,0.01,0.01,0,0,6.72,0.1,1840.901477,416.67,1762.5,7.03,0.42,1.08,7.07,Standing
0.43,0.52,0.06,0,0,0,0,0,0,0,0.4,0.58,0.03,0,0,0,0,0,0,0,0,0,0.21,0.31,0.06,0.11,0.17,0.08,0.06,0.02,0,6.32,1.28,1840.901477,242.31,420,7.59,0.06,0.12,7.6,Standing
0.28,0.46,0.22,0.04,0,0,0,0,0,0,0.3,0.52,0.15,0.04,0,0.01,0,0,0,0,0,0,0.15,0.15,0.12,0.11,0.15,0.08,0.14,0.12,0,6.35,1.35,1840.901477,558.33,2000,7.54,0.13,0.16,7.55,Standing
0.25,0.12,0.32,0.19,0.06,0.05,0.01,0.01,0,0.01,0.21,0.15,0.37,0.16,0.06,0.03,0.01,0,0.01,0.01,0.16,0.18,0.15,0.05,0.04,0.01,0.02,0.02,0.12,0.25,0,6.54,0.83,1840.901477,2116.67,3175,7.28,0.39,0.99,7.31,Standing
0.1,0.32,0.24,0.22,0.05,0.05,0.04,0,0,0,0.08,0.12,0.5,0.24,0.02,0.03,0.03,0,0,0,0.26,0.61,0.11,0.02,0,0,0,0,0,0.01,0,6.62,-0.06,1840.901477,492.86,200,7.19,0.25,0.76,7.21,Standing
0.05,0.18,0.07,0.03,0.01,0.01,0.01,0,0,0,0.04,0.06,0.2,0.03,0.01,0.01,0,0,0,0,0,0.27,0.07,0,0,0,0,0,0,0,0,2.18,0.2,1840.901477,250,125,2.48,1.45,0.13,7.44,Standing
0.1,0.06,0.08,0.09,0.09,0.13,0.12,0.12,0.1,0.13,0.06,0.14,0.09,0.13,0.07,0.11,0.11,0.11,0.12,0.07,0.09,0.1,0.09,0.12,0.11,0.06,0.12,0.11,0.12,0.11,0,9.74,0.07,1216.67,956.25,1800,2.08,2.77,2.12,2.76,Walking
0.11,0.09,0.07,0.1,0.11,0.14,0.07,0.13,0.1,0.12,0.06,0.12,0.1,0.12,0.12,0.11,0.14,0.1,0.1,0.06,0.08,0.12,0.11,0.11,0.05,0.11,0.11,0.11,0.13,0.09,0,9.75,0.02,4800,941.67,2250,2.2,2.62,2.05,2.91,Walking
0.07,0.08,0.09,0.11,0.12,0.09,0.12,0.15,0.08,0.12,0.08,0.11,0.1,0.1,0.12,0.1,0.12,0.12,0.08,0.09,0.11,0.11,0.13,0.09,0.1,0.09,0.09,0.1,0.12,0.1,0,9.8,0.05,3975,990,1933.33,2.02,2.75,2.32,2.69,Walking
0.05,0.1,0.13,0.11,0.08,0.09,0.12,0.13,0.08,0.13,0.1,0.13,0.08,0.09,0.13,0.07,0.13,0.12,0.09,0.09,0.09,0.12,0.14,0.12,0.09,0.09,0.08,0.09,0.1,0.1,0,9.64,-0.11,2700,1360,2825,2.03,2.9,2.23,2.62,Walking
0.08,0.08,0.08,0.13,0.12,0.13,0.07,0.12,0.09,0.12,0.08,0.13,0.1,0.08,0.12,0.1,0.1,0.12,0.08,0.11,0.07,0.06,0.11,0.13,0.1,0.11,0.14,0.09,0.13,0.1,0,9.78,0.28,4575,1787.5,1900,2.09,2.96,2.17,2.72,Walking
0.12,0.07,0.12,0.09,0.12,0.11,0.12,0.08,0.07,0.13,0.08,0.1,0.08,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.06,0.06,0.07,0.12,0.15,0.13,0.11,0.11,0.09,0.13,0,9.65,0.32,1475,2566.67,2925,2.14,2.62,2.09,2.74,Walking
0.11,0.09,0.09,0.09,0.1,0.14,0.09,0.1,0.06,0.16,0.09,0.14,0.09,0.12,0.11,0.07,0.09,0.09,0.1,0.13,0.07,0.11,0.1,0.1,0.12,0.13,0.09,0.09,0.12,0.08,0,9.78,0.04,1200,1170,2900,2.28,3.14,2.07,2.95,Walking
0.1,0.1,0.1,0.11,0.08,0.1,0.14,0.12,0.1,0.09,0.09,0.12,0.11,0.11,0.07,0.13,0.09,0.11,0.09,0.11,0.1,0.08,0.1,0.09,0.13,0.1,0.11,0.12,0.1,0.09,0,9.72,-0.02,1762.5,1870,1183.33,2.04,2.96,2.07,2.7,Walking
0.1,0.11,0.08,0.12,0.11,0.12,0.12,0.06,0.13,0.09,0.12,0.11,0.06,0.14,0.1,0.1,0.11,0.09,0.12,0.07,0.1,0.1,0.12,0.12,0.05,0.11,0.07,0.14,0.11,0.1,0,9.53,0.02,1630,2212.5,2900,2.11,2.91,2.22,2.73,Walking
0.12,0.11,0.13,0.08,0.08,0.12,0.09,0.09,0.13,0.08,0.13,0.09,0.06,0.08,0.13,0.14,0.1,0.08,0.13,0.07,0.11,0.1,0.08,0.1,0.11,0.09,0.14,0.09,0.11,0.09,0,9.67,0,1425,1900,2350,2.19,2.9,2.16,2.79,Walking
0.08,0.12,0.11,0.09,0.13,0.08,0.09,0.13,0.1,0.1,0.09,0.12,0.09,0.11,0.09,0.11,0.1,0.07,0.12,0.12,0.09,0.14,0.09,0.12,0.1,0.06,0.12,0.11,0.07,0.13,0,9.95,0.27,1683.33,927.78,1725,2.06,3.16,2.59,2.65,Walking
0.13,0.08,0.08,0.15,0.1,0.06,0.13,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.06,0.13,0.09,0.11,0.08,0.14,0.15,0.1,0.12,0.11,0.08,0.11,0.08,0.13,0.05,0.1,0,9.95,-0.26,1816.67,1408.33,2933.33,2.18,3.16,2.21,2.85,Walking
0.11,0.1,0.13,0.1,0.1,0.09,0.08,0.13,0.1,0.08,0.1,0.11,0.11,0.08,0.08,0.15,0.1,0.13,0.1,0.06,0.11,0.09,0.12,0.12,0.07,0.09,0.14,0.07,0.14,0.08,0,9.6,-0.15,1550,1266.67,1150,2.08,2.75,2.01,2.67,Walking
0.11,0.09,0.1,0.12,0.12,0.12,0.1,0.07,0.09,0.1,0.14,0.07,0.1,0.12,0.11,0.08,0.09,0.11,0.08,0.13,0.11,0.11,0.11,0.11,0.17,0.06,0.06,0.12,0.07,0.1,0,9.77,-0.09,2416.67,887.5,1866.67,2.17,3.25,2.3,2.78,Walking
0.09,0.14,0.11,0.1,0.11,0.08,0.13,0.08,0.08,0.1,0.11,0.1,0.09,0.12,0.09,0.1,0.12,0.11,0.09,0.1,0.13,0.11,0.06,0.08,0.1,0.09,0.15,0.09,0.12,0.1,0,9.82,-0.02,3425,755,2850,2.14,2.97,2.16,2.74,Walking
0.1,0.11,0.1,0.13,0.11,0.11,0.1,0.08,0.08,0.1,0.1,0.11,0.11,0.1,0.12,0.04,0.11,0.11,0.09,0.12,0.12,0.09,0.1,0.08,0.11,0.08,0.13,0.1,0.07,0.13,0,9.78,0.08,2675,935.71,2900,2.16,3.13,2.34,2.81,Walking
0.1,0.1,0.12,0.12,0.14,0.09,0.08,0.12,0.07,0.09,0.09,0.11,0.09,0.11,0.14,0.12,0.08,0.07,0.11,0.11,0.04,0.1,0.11,0.1,0.07,0.15,0.07,0.13,0.14,0.12,0,9.74,0.41,1725,719.23,2950,2.11,2.85,2.21,2.72,Walking
0.14,0.1,0.09,0.12,0.12,0.1,0.07,0.12,0.12,0.04,0.06,0.07,0.18,0.07,0.15,0.13,0.1,0.13,0.1,0.04,0.04,0.12,0.08,0.12,0.14,0.1,0.11,0.1,0.13,0.08,0,9.58,0.09,1850,1118.75,4125,2.31,2.33,1.94,3.15,Walking
0.17,0.1,0.12,0.12,0.1,0.07,0.06,0.07,0.12,0.09,0.15,0.08,0.08,0.11,0.07,0.09,0.07,0.14,0.11,0.12,0.13,0.09,0.12,0.05,0.11,0.11,0.1,0.1,0.07,0.14,0,9.89,0.22,1450,1641.67,2825,2.51,3.31,2.45,3.16,Walking
0.14,0.15,0.1,0.1,0.1,0.12,0.08,0.08,0.09,0.07,0.16,0.08,0.09,0.14,0.08,0.07,0.07,0.12,0.11,0.11,0.07,0.13,0.11,0.11,0.09,0.09,0.06,0.12,0.1,0.13,0,9.45,0.17,1733.33,840.91,4050,2.36,3.32,2.3,3.03,Walking
0.13,0.12,0.11,0.14,0.11,0.13,0.07,0.05,0.06,0.1,0.14,0.12,0.06,0.12,0.07,0.1,0.09,0.12,0.1,0.12,0.13,0.14,0.11,0.06,0.06,0.09,0.12,0.13,0.11,0.08,0,9.73,0,1540,1093.75,2175,2.35,3.35,2.38,2.97,Walking
0.17,0.11,0.12,0.08,0.08,0.12,0.11,0.09,0.1,0.06,0.17,0.08,0.08,0.11,0.07,0.07,0.12,0.06,0.11,0.15,0.17,0.1,0.09,0.09,0.06,0.07,0.16,0.1,0.09,0.1,0,9.86,-0.17,1300,1000,3400,2.39,3.58,2.34,3.12,Walking
0.15,0.1,0.12,0.1,0.11,0.11,0.13,0.05,0.09,0.07,0.14,0.08,0.08,0.12,0.08,0.11,0.1,0.11,0.09,0.11,0.12,0.13,0.07,0.09,0.06,0.08,0.17,0.08,0.14,0.09,0,9.75,0.01,3050,1558.33,4500,2.32,3.07,2.22,3.1,Walking
0.17,0.09,0.11,0.11,0.12,0.13,0.06,0.07,0.08,0.09,0.16,0.09,0.06,0.09,0.07,0.13,0.1,0.09,0.12,0.11,0.15,0.07,0.08,0.04,0.07,0.1,0.15,0.15,0.1,0.12,0,9.78,0.24,1733.33,825,2283.33,2.48,3.26,2.35,3.22,Walking
0.1,0.1,0.08,0.09,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.08,0.12,0.13,0.09,0.12,0.07,0.1,0.12,0.09,0.1,0.06,0.09,0.09,0.1,0.1,0.16,0.11,0.12,0.09,0,9.77,0.15,2925,483.33,2333.33,2.09,2.94,2.02,2.75,Walking
0.07,0.1,0.11,0.06,0.06,0.09,0.19,0.13,0.12,0.12,0.05,0.13,0.11,0.1,0.11,0.09,0.16,0.09,0.08,0.09,0.09,0.08,0.11,0.1,0.12,0.09,0.1,0.11,0.12,0.11,0,9.75,0.22,3450,828.57,2300,1.95,2.72,2.26,2.61,Walking
0.04,0.09,0.11,0.1,0.09,0.13,0.11,0.1,0.12,0.14,0.09,0.09,0.15,0.08,0.1,0.07,0.13,0.11,0.11,0.09,0.07,0.08,0.08,0.14,0.18,0.07,0.08,0.11,0.09,0.13,0,9.77,0.2,4175,1275,3550,1.94,2.94,2.17,2.54,Walking
0.04,0.08,0.1,0.11,0.06,0.09,0.12,0.15,0.14,0.14,0.05,0.13,0.08,0.1,0.09,0.13,0.16,0.08,0.11,0.08,0.12,0.1,0.14,0.18,0.13,0.06,0.06,0.07,0.08,0.09,0,9.92,-0.33,1750,1620,4050,2,2.65,2.17,2.65,Walking
0.08,0.07,0.08,0.14,0.06,0.08,0.08,0.15,0.16,0.13,0.08,0.11,0.11,0.09,0.1,0.12,0.06,0.15,0.1,0.1,0.12,0.09,0.09,0.17,0.18,0.04,0.08,0.08,0.12,0.07,0,9.91,-0.29,4075,845.45,2325,2.08,2.92,2,2.64,Walking
0.07,0.03,0.13,0.1,0.08,0.11,0.08,0.19,0.11,0.13,0.08,0.12,0.14,0.09,0.09,0.1,0.13,0.1,0.11,0.08,0.08,0.09,0.09,0.15,0.16,0.14,0.08,0.07,0.08,0.07,0,9.72,-0.23,2300,1450,1166.67,1.9,2.89,1.84,2.47,Walking
0.08,0.12,0.05,0.1,0.08,0.1,0.15,0.1,0.13,0.12,0.08,0.09,0.12,0.09,0.11,0.14,0.1,0.1,0.1,0.1,0.1,0.07,0.09,0.16,0.08,0.12,0.12,0.09,0.09,0.1,0,9.95,-0.02,2675,1027.78,3475,2.12,2.85,2.08,2.82,Walking
0.07,0.07,0.09,0.12,0.06,0.14,0.1,0.14,0.14,0.1,0.07,0.11,0.14,0.05,0.13,0.1,0.13,0.1,0.1,0.09,0.09,0.09,0.07,0.13,0.11,0.12,0.09,0.13,0.08,0.11,0,9.78,0.24,2400,890.91,2062.5,1.9,2.81,2.26,2.52,Walking
0.05,0.1,0.09,0.07,0.11,0.13,0.1,0.09,0.17,0.1,0.08,0.1,0.11,0.07,0.13,0.11,0.12,0.1,0.08,0.13,0.08,0.09,0.1,0.13,0.17,0.11,0.11,0.09,0.05,0.1,0,10,-0.1,1966.67,1175,1566.67,1.94,2.83,1.96,2.5,Walking
0.04,0.16,0.07,0.08,0.1,0.11,0.15,0.08,0.11,0.12,0.08,0.15,0.13,0.07,0.09,0.08,0.12,0.1,0.09,0.11,0.07,0.08,0.08,0.11,0.09,0.15,0.12,0.11,0.09,0.12,0,9.69,0.46,2925,1018.75,3133.33,1.94,3.11,2.4,2.47,Walking
0.06,0.13,0.08,0.09,0.14,0.12,0.07,0.1,0.12,0.12,0.07,0.09,0.11,0.08,0.13,0.09,0.13,0.13,0.11,0.08,0.08,0.08,0.1,0.07,0.14,0.14,0.12,0.09,0.1,0.1,0,10.03,0.25,2966.67,1187.5,2200,2.06,2.78,2.24,2.6,Walking
0.1,0.07,0.14,0.12,0.07,0.08,0.11,0.11,0.1,0.11,0.08,0.09,0.13,0.09,0.11,0.12,0.09,0.11,0.11,0.1,0.1,0.1,0.1,0.17,0.11,0.09,0.06,0.1,0.1,0.09,0,9.89,-0.18,2550,1416.67,1916.67,2.29,2.84,2.11,3.03,Walking
0.08,0.13,0.11,0.06,0.09,0.1,0.15,0.07,0.11,0.12,0.1,0.1,0.11,0.09,0.1,0.1,0.11,0.09,0.13,0.08,0.13,0.11,0.1,0.14,0.1,0.07,0.08,0.09,0.1,0.09,0,9.81,-0.21,2062.5,1070,1150,2.11,2.96,2.19,2.69,Walking
0.11,0.09,0.11,0.09,0.09,0.07,0.12,0.13,0.13,0.08,0.08,0.09,0.07,0.12,0.14,0.13,0.12,0.06,0.11,0.1,0.14,0.1,0.09,0.11,0.09,0.06,0.13,0.13,0.1,0.09,0,9.89,-0.15,1150,1712.5,3450,2.14,2.74,2.1,2.79,Walking
0.09,0.11,0.12,0.08,0.08,0.12,0.1,0.11,0.11,0.11,0.13,0.07,0.12,0.08,0.11,0.12,0.09,0.07,0.11,0.11,0.16,0.12,0.11,0.11,0.1,0.04,0.12,0.08,0.08,0.1,0,9.91,-0.2,1125,1520,2650,2.14,3.22,2.43,2.77,Walking
0.13,0.09,0.09,0.11,0.08,0.09,0.13,0.11,0.09,0.11,0.16,0.08,0.08,0.13,0.06,0.11,0.08,0.1,0.12,0.11,0.17,0.07,0.11,0.07,0.12,0.08,0.09,0.08,0.11,0.11,0,9.7,-0.1,1516.67,1093.75,2850,2.26,3.38,2.43,3.01,Walking
0.09,0.13,0.09,0.1,0.07,0.12,0.11,0.11,0.11,0.09,0.09,0.12,0.08,0.12,0.11,0.09,0.09,0.1,0.13,0.1,0.09,0.11,0.12,0.09,0.07,0.12,0.1,0.11,0.1,0.1,0,9.8,0.16,1900,1118.75,3350,2.07,3,2.42,2.63,Walking
0.11,0.05,0.13,0.11,0.11,0.09,0.1,0.11,0.12,0.09,0.08,0.11,0.1,0.1,0.12,0.09,0.1,0.1,0.09,0.13,0.08,0.09,0.13,0.11,0.14,0.1,0.08,0.11,0.06,0.13,0,9.87,0.13,1150,1300,3033.33,2.08,2.94,2.37,2.71,Walking
0.1,0.14,0.08,0.08,0.13,0.11,0.09,0.09,0.07,0.14,0.16,0.06,0.09,0.09,0.11,0.1,0.08,0.11,0.08,0.15,0.09,0.14,0.1,0.09,0.08,0.12,0.11,0.08,0.1,0.12,0,9.8,0.18,1975,1358.33,2900,2.36,3.29,2.43,3.11,Walking
0.14,0.09,0.09,0.07,0.11,0.11,0.1,0.12,0.1,0.08,0.12,0.07,0.15,0.07,0.08,0.09,0.08,0.16,0.1,0.11,0.14,0.07,0.11,0.08,0.12,0.09,0.07,0.12,0.13,0.1,0,9.92,-0.03,1800,1087.5,1566.67,2.29,3.1,2.22,3.02,Walking
0.14,0.1,0.08,0.08,0.1,0.11,0.1,0.13,0.12,0.09,0.12,0.09,0.11,0.09,0.1,0.08,0.08,0.13,0.11,0.12,0.09,0.09,0.09,0.09,0.07,0.09,0.19,0.11,0.12,0.08,0,9.89,0.07,1150,2000,1150,2.28,3.27,2.01,3.11,Walking
0.13,0.1,0.09,0.1,0.13,0.12,0.08,0.08,0.1,0.09,0.1,0.1,0.13,0.1,0.08,0.11,0.09,0.1,0.11,0.11,0.09,0.1,0.1,0.09,0.07,0.07,0.13,0.11,0.12,0.14,0,9.79,0.48,1883.33,1330,1675,2.31,3.13,2.57,3.01,Walking
0.12,0.12,0.12,0.11,0.08,0.08,0.13,0.08,0.08,0.11,0.1,0.11,0.12,0.11,0.1,0.08,0.07,0.11,0.08,0.15,0.09,0.12,0.1,0.1,0.1,0.06,0.08,0.11,0.17,0.08,0,9.86,0.24,2300,1200,4650,2.3,3.28,2.37,2.97,Walking
0.09,0.15,0.11,0.16,0.1,0.12,0.09,0.07,0.09,0.05,0.11,0.08,0.12,0.13,0.12,0.09,0.1,0.08,0.1,0.1,0.06,0.11,0.09,0.11,0.1,0.13,0.12,0.1,0.1,0.1,0,9.79,0.2,2850,2016.67,2875,2.07,2.92,2.18,2.59,Walking
0.06,0.06,0.04,0.02,0,0.01,0,0,0,0,0.01,0.02,0.04,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.02,0.05,0.06,0.03,0,1.58,0.39,1840.901477,250,275,0.64,1.3,0.46,3.92,Walking
0.06,0.05,0.14,0.14,0.12,0.07,0.12,0.13,0.1,0.09,0.01,0.03,0.14,0.19,0.07,0.13,0.17,0.13,0.09,0.02,0.04,0.04,0.05,0.1,0.1,0.07,0.11,0.15,0.2,0.15,0,7.3,0.69,3950,620,1500,5.8,6.12,3.38,8.15,Jogging
0,0,0.06,0.13,0.14,0.14,0.07,0.14,0.07,0.27,0.09,0.02,0.08,0.13,0.11,0.09,0.09,0.16,0.12,0.06,0.03,0.11,0.12,0.07,0.03,0.06,0.09,0.12,0.2,0.19,0,8.4,0.66,2050,365.22,3425,3.84,7.53,3.8,4.89,Jogging
0.07,0.08,0.09,0.18,0.07,0.09,0.13,0.11,0.1,0.11,0.02,0.08,0.14,0.17,0.09,0.07,0.14,0.13,0.08,0.03,0.06,0.07,0.11,0.11,0.08,0.07,0.11,0.15,0.13,0.14,0,7.11,-0.14,1150,372.92,4275,6.18,7.06,3.29,8.66,Jogging
0.1,0.11,0.11,0.11,0.05,0.11,0.08,0.15,0.06,0.15,0.03,0.09,0.16,0.2,0.07,0.04,0.14,0.07,0.14,0.05,0.07,0.07,0.12,0.1,0.11,0.09,0.11,0.14,0.09,0.12,0,6.91,-0.49,2875,376.92,1400,6.94,7.39,3.26,9.76,Jogging
0.07,0.12,0.09,0.08,0.11,0.14,0.09,0.11,0.1,0.13,0.05,0.12,0.12,0.2,0.09,0.06,0.09,0.09,0.12,0.06,0.1,0.08,0.11,0.09,0.08,0.11,0.16,0.08,0.11,0.11,0,6.27,-0.96,3025,397.83,2275,6.44,7.24,3.17,9.21,Jogging
0.09,0.09,0.12,0.08,0.11,0.09,0.12,0.13,0.11,0.1,0.05,0.13,0.13,0.14,0.11,0.08,0.11,0.07,0.11,0.05,0.12,0.12,0.1,0.08,0.12,0.09,0.15,0.09,0.07,0.09,0,6.24,-1.47,3425,400,400,6.35,7.02,3.06,9.17,Jogging
0.12,0.11,0.1,0.07,0.07,0.12,0.05,0.11,0.19,0.09,0.06,0.13,0.12,0.12,0.11,0.11,0.1,0.08,0.08,0.04,0.2,0.15,0.11,0.06,0.1,0.11,0.09,0.06,0.04,0.09,0,6.49,-2.5,2000,467.5,2550,6.85,7.05,3.34,9.76,Jogging
